Ball,Runs,Commentary
48.3,4,"A Phehlukwayo to K Williamson, FOUR, 109.8 km/h good length outside off stump."
48.2,6,"A Phehlukwayo to K Williamson, SIX, 109.0 km/h good length outside off stump."
48.1,1,"A Phehlukwayo to M Santner, one run, 113.5 km/h short length on middle stump."
47.6,4,"L Ngidi to K Williamson, FOUR, 112.6 km/h full length just outside off stump."
47.5,1,"L Ngidi to M Santner, one run, 115.7 km/h short length outside off stump."
47.4,•,"L Ngidi to M Santner, no run, 114.5 km/h good length outside off stump."
47.3,1,"L Ngidi to K Williamson, one run, 114.6 km/h good length just outside off stump."
47.2,•,"L Ngidi to K Williamson, no run, 111.5 km/h good length on middle stump."
47.1,W,"L Ngidi to C de Grandhomme, WICKET!!! C de Grandhomme is out c Faf du Plessis b Lungi Ngidi, 120.6 km/h full length outside off stump."
46.6,1,"K Rabada to C de Grandhomme, one run, 116.3 km/h short length just outside off stump."
46.5,•,"K Rabada to C de Grandhomme, no run, 143.5 km/h short length just outside off stump."
46.4,1,"K Rabada to K Williamson, one run, 136.3 km/h short length just outside off stump."
46.3,•,"K Rabada to K Williamson, no run, 137.7 km/h short length just outside off stump."
46.2,•,"K Rabada to K Williamson, no run, 135.5 km/h short length on off stump."
46.1,1,"K Rabada to C de Grandhomme, one run, 117.4 km/h short length outside off stump."
45.6,1,"L Ngidi to C de Grandhomme, one run, 107.6 km/h short length on middle stump."
45.6,1Wd,"L Ngidi to C de Grandhomme, wide delivery."
45.5,4,"L Ngidi to C de Grandhomme, FOUR, 109.4 km/h short length on off stump."
45.4,•,"L Ngidi to C de Grandhomme, no run, 117.1 km/h good length outside off stump."
45.3,1,"L Ngidi to K Williamson, one run, 111.3 km/h full length outside off stump."
45.2,1,"L Ngidi to C de Grandhomme, one run, 109.6 km/h short length going down leg."
45.1,1,"L Ngidi to K Williamson, one run, 115.3 km/h full length just outside off stump."
44.6,4,"C Morris to C de Grandhomme, FOUR, 135.5 km/h good length on off stump."
44.5,•,"C Morris to C de Grandhomme, no run, 133.7 km/h full toss on off stump."
44.4,•,"C Morris to C de Grandhomme, no run, 136.4 km/h good length just outside off stump."
44.3,1,"C Morris to K Williamson, one run, 135.9 km/h good length just outside off stump."
44.2,•,"C Morris to K Williamson, no run, 137.4 km/h full length just outside off stump."
44.1,•,"C Morris to K Williamson, no run, 133.3 km/h full length on off stump."
43.6,1,"A Phehlukwayo to K Williamson, one run, 114.6 km/h short length going down leg."
43.5,1,"A Phehlukwayo to C de Grandhomme, one run, 112.0 km/h good length just outside off stump."
43.5,2Nb,"A Phehlukwayo to K Williamson, 2 runs, no-ball."
43.4,2,"A Phehlukwayo to K Williamson, two runs, 113.4 km/h short length just outside off stump."
43.3,1,"A Phehlukwayo to C de Grandhomme, one run, 130.7 km/h full toss going down leg."
43.2,4,"A Phehlukwayo to C de Grandhomme, FOUR, 112.7 km/h good length outside off stump."
43.1,1,"A Phehlukwayo to K Williamson, one run, 112.0 km/h full length on middle stump."
42.6,1,"C Morris to K Williamson, one run, 138.4 km/h good length just outside off stump."
42.5,1,"C Morris to C de Grandhomme, one run, 136.4 km/h full length on leg stump."
42.4,•,"C Morris to C de Grandhomme, no run, 132.3 km/h good length just outside off stump."
42.3,•,"C Morris to C de Grandhomme, no run, 124.8 km/h good length outside off stump."
42.2,1,"C Morris to K Williamson, one run, 135.8 km/h good length outside off stump."
42.1,•,"C Morris to K Williamson, no run, 134.0 km/h good length outside off stump."
41.6,1,"A Phehlukwayo to K Williamson, one run, 110.1 km/h short length outside off stump."
41.5,1,"A Phehlukwayo to C de Grandhomme, one run, 125.7 km/h full toss on middle stump."
41.4,1,"A Phehlukwayo to K Williamson, one run, 112.1 km/h good length on middle stump."
41.3,1,"A Phehlukwayo to C de Grandhomme, one run, 115.6 km/h short length on middle stump."
41.2,1,"A Phehlukwayo to K Williamson, one run, 114.7 km/h short length outside off stump."
41.1,1,"A Phehlukwayo to C de Grandhomme, one run, 107.5 km/h good length just outside off stump."
40.6,1,"K Rabada to C de Grandhomme, one run, 139.1 km/h good length just outside off stump."
40.5,•,"K Rabada to C de Grandhomme, no run, 141.4 km/h short length on off stump."
40.4,•,"K Rabada to C de Grandhomme, no run, 146.4 km/h short length on middle stump."
