Ball,Runs,Commentary
25.5,1,"H Hassan to D Warner, one run, 137.9 km/h good length just outside off stump."
25.4,•,"H Hassan to D Warner, no run, 138.8 km/h good length on middle stump."
25.3,•,"H Hassan to D Warner, no run, 136.6 km/h good length on leg stump."
25.2,1,"H Hassan to S Smith, one run, 136.5 km/h short length outside off stump."
25.2,1Wd,"H Hassan to S Smith, wide delivery."
25.1,1,"H Hassan to D Warner, one run, 133.2 km/h short length just outside off stump."
24.6,W,"R Khan to U Khawaja, WICKET!!! U Khawaja is out lbw Rashid Khan, 94.8 km/h good length on middle stump."
24.5,•,"R Khan to U Khawaja, no run, 95.4 km/h short length going down leg."
24.4,1,"R Khan to D Warner, one run, 94.8 km/h good length just outside off stump."
24.3,4,"R Khan to D Warner, FOUR, 96.8 km/h short length going down leg."
24.2,•,"R Khan to D Warner, no run, 94.6 km/h good length on off stump."
24.1,1,"R Khan to U Khawaja, one run, 92.4 km/h good length just outside off stump."
23.6,•,"M Nabi to D Warner, no run, 82.2 km/h good length going down leg."
23.5,•,"M Nabi to D Warner, no run, 84.8 km/h good length on leg stump."
23.4,•,"M Nabi to D Warner, no run, 79.3 km/h good length on leg stump."
23.3,•,"M Nabi to D Warner, no run, 83.5 km/h good length on middle stump."
23.2,1,"M Nabi to U Khawaja, one run, 80.2 km/h good length going down leg."
23.1,1,"M Nabi to D Warner, one run, 82.0 km/h short length going down leg."
22.6,•,"R Khan to U Khawaja, no run, 96.0 km/h good length on off stump."
22.5,•,"R Khan to U Khawaja, no run, 86.4 km/h good length on off stump."
22.4,•,"R Khan to U Khawaja, no run, 95.7 km/h short length just outside off stump."
22.3,1,"R Khan to D Warner, one run, 94.5 km/h full length on middle stump."
22.2,4,"R Khan to D Warner, FOUR, 94.2 km/h short length outside off stump."
22.1,1,"R Khan to U Khawaja, one run, 93.6 km/h full length on middle stump."
21.6,1,"M Nabi to U Khawaja, one run, 82.1 km/h good length on middle stump."
21.5,•,"M Nabi to U Khawaja, no run, 83.5 km/h good length on middle stump."
21.4,4,"M Nabi to U Khawaja, FOUR, 84.9 km/h good length going down leg."
21.3,1,"M Nabi to D Warner, one run, 84.7 km/h good length going down leg."
21.2,•,"M Nabi to D Warner, no run, 79.0 km/h good length just outside off stump."
21.1,1,"M Nabi to U Khawaja, one run, 80.4 km/h full length just outside off stump."
21.1,5Wd,"M Nabi to U Khawaja, wide delivery."
20.6,2,"G Naib to D Warner, two runs, 93.5 km/h short length just outside off stump."
20.6,1Wd,"G Naib to D Warner, wide delivery."
20.6,1Nb,"G Naib to D Warner, 1 run, no-ball."
20.5,2,"G Naib to D Warner, two runs, 124.5 km/h full length just outside off stump."
20.4,4,"G Naib to D Warner, FOUR, 126.0 km/h good length just outside off stump."
20.3,•,"G Naib to D Warner, no run, 101.6 km/h good length on middle stump."
20.2,1,"G Naib to U Khawaja, one run, 119.2 km/h full length on middle stump."
20.1,2,"G Naib to U Khawaja, two runs, 121.7 km/h full length on middle stump."
19.6,•,"M Nabi to D Warner, no run, 80.6 km/h good length going down leg."
19.5,•,"M Nabi to D Warner, no run, 81.7 km/h short length on leg stump."
19.4,1,"M Nabi to U Khawaja, one run."
19.4,5Wd,"M Nabi to U Khawaja, wide delivery."
19.3,1,"M Nabi to D Warner, one run, 84.1 km/h good length going down leg."
19.2,1,"M Nabi to U Khawaja, one run, 82.0 km/h good length on off stump."
19.1,•,"M Nabi to U Khawaja, no run, 82.7 km/h good length on middle stump."
18.6,•,"G Naib to D Warner, no run, 122.5 km/h good length just outside off stump."
18.5,4,"G Naib to D Warner, FOUR, 129.1 km/h short length going down leg."
18.4,1,"G Naib to U Khawaja, one run, 124.0 km/h good length just outside off stump."
18.3,1,"G Naib to D Warner, one run, 125.7 km/h short length outside off stump."
18.2,•,"G Naib to D Warner, no run, 121.7 km/h short length on leg stump."
18.1,•,"G Naib to D Warner, no run, 126.2 km/h full length on middle stump."
17.6,•,"R Khan to U Khawaja, no run, 95.2 km/h short length just outside off stump."
17.5,•,"R Khan to U Khawaja, no run, 92.7 km/h good length just outside off stump."
17.4,1,"R Khan to D Warner, one run, 88.5 km/h good length going down leg."
17.3,4,"R Khan to D Warner, FOUR, 90.4 km/h short length on middle stump."
17.2,•,"R Khan to D Warner, no run, 94.2 km/h short length on leg stump."
17.1,•,"R Khan to D Warner, no run, 97.6 km/h good length on middle stump."
16.6,1,"G Naib to D Warner, one run, 122.2 km/h good length going down leg."
16.5,•,"G Naib to D Warner, no run, 122.2 km/h short length on off stump."
16.4,•,"G Naib to D Warner, no run, 121.3 km/h good length just outside off stump."
16.3,•,"G Naib to D Warner, no run, 123.9 km/h full length on off stump."
16.3,1Wd,"G Naib to D Warner, wide delivery."
16.2,W,"G Naib to A Finch, WICKET!!! A Finch is out c Mujeeb Ur Rahman b Gulbadin Naib, 111.0 km/h good length outside off stump."
16.1,2,"G Naib to A Finch, two runs, 124.9 km/h full length outside off stump."
15.6,1,"R Khan to A Finch, one run, 96.7 km/h good length on middle stump."
15.5,1,"R Khan to D Warner, one run, 93.5 km/h short length on middle stump."
15.4,2,"R Khan to D Warner, two runs, 86.8 km/h short length outside off stump."
15.3,•,"R Khan to D Warner, no run, 91.3 km/h good length just outside off stump."
15.2,1,"R Khan to A Finch, one run, 89.5 km/h short length going down leg."
15.1,2,"R Khan to A Finch, two runs, 88.0 km/h good length just outside off stump."
14.6,1,"M Nabi to A Finch, one run, 94.7 km/h good length on leg stump."
14.5,1,"M Nabi to D Warner, one run, 89.7 km/h good length on leg stump."
14.4,•,"M Nabi to D Warner, no run, 82.8 km/h good length on off stump."
14.3,•,"M Nabi to D Warner, no run, 90.2 km/h good length on leg stump."
14.2,1,"M Nabi to A Finch, one run, 86.5 km/h good length just outside off stump."
14.1,1,"M Nabi to D Warner, one run, 85.5 km/h good length on middle stump."
13.6,1,"R Khan to D Warner, one run, 92.4 km/h short length on middle stump."
13.5,•,"R Khan to D Warner, no run, 97.2 km/h short length on middle stump."
13.4,2,"R Khan to D Warner, two runs, 89.2 km/h short length outside off stump."
13.3,1,"R Khan to A Finch, one run, 86.5 km/h short length going down leg."
13.2,6,"R Khan to A Finch, SIX, 97.7 km/h short length on off stump."
13.1,4,"R Khan to A Finch, FOUR, 94.1 km/h short length just outside off stump."
12.6,1,"M Nabi to A Finch, one run, 90.8 km/h good length on leg stump."
12.5,1,"M Nabi to D Warner, one run, 88.5 km/h good length going down leg."
12.4,•,"M Nabi to D Warner, no run, 88.6 km/h good length on middle stump."
12.3,•,"M Nabi to D Warner, no run, 88.4 km/h good length going down leg."
12.2,•,"M Nabi to D Warner, no run, 90.9 km/h good length just outside off stump."
12.1,1,"M Nabi to A Finch, one run, 86.8 km/h short length outside off stump."
11.6,•,"G Naib to D Warner, no run, 122.0 km/h good length on leg stump."
11.5,•,"G Naib to D Warner, no run, 120.2 km/h short length on middle stump."
11.4,1,"G Naib to A Finch, one run, 123.1 km/h short length outside off stump."
11.3,6,"G Naib to A Finch, SIX, 122.6 km/h short length outside off stump."
11.2,•,"G Naib to A Finch, no run, 119.7 km/h short length just outside off stump."
11.1,1,"G Naib to D Warner, one run, 120.4 km/h good length just outside off stump."
10.6,•,"M Nabi to A Finch, no run, 88.1 km/h good length just outside off stump."
10.5,•,"M Nabi to A Finch, no run, 86.4 km/h good length on middle stump."
10.4,•,"M Nabi to A Finch, no run, 89.8 km/h good length on middle stump."
10.3,•,"M Nabi to A Finch, no run, 88.9 km/h good length on off stump."
10.2,2,"M Nabi to A Finch, two runs, 87.9 km/h short length just outside off stump."
10.1,1,"M Nabi to D Warner, one run, 85.9 km/h good length just outside off stump."
9.6,•,"G Naib to A Finch, no run, 125.0 km/h good length just outside off stump."
9.5,•,"G Naib to A Finch, no run, 120.6 km/h short length just outside off stump."
9.4,1,"G Naib to D Warner, one run, 122.6 km/h good length going down leg."
9.3,•,"G Naib to D Warner, no run, 122.9 km/h good length just outside off stump."
9.2,•,"G Naib to D Warner, no run, 120.3 km/h short length just outside off stump."
9.1,•,"G Naib to D Warner, no run, 118.5 km/h short length on off stump."
8.6,4,"D Zadran to A Finch, FOUR, 136.6 km/h full length just outside off stump."
8.5,•,"D Zadran to A Finch, no run, 131.3 km/h short length on off stump."
8.4,•,"D Zadran to A Finch, no run, 136.3 km/h short length just outside off stump."
8.3,6,"D Zadran to A Finch, SIX."
8.2,•,"D Zadran to A Finch, no run, 132.5 km/h full length on leg stump."
8.1,•,"D Zadran to A Finch, no run, 142.3 km/h good length going down leg."
7.6,•,"H Hassan to D Warner, no run, 138.1 km/h good length just outside off stump."
7.5,•,"H Hassan to D Warner, no run, 140.5 km/h full length just outside off stump."
7.4,•,"H Hassan to D Warner, no run, 122.0 km/h full toss just outside off stump."
7.3,•,"H Hassan to D Warner, no run, 140.3 km/h good length just outside off stump."
7.2,•,"H Hassan to D Warner, no run, 140.3 km/h good length on middle stump."
7.1,•,"H Hassan to D Warner, no run, 139.7 km/h short length just outside off stump."
6.6,•,"D Zadran to A Finch, no run, 135.5 km/h good length on middle stump."
6.5,2,"D Zadran to A Finch, two runs, 128.7 km/h short length on leg stump."
6.5,1Wd,"D Zadran to A Finch, wide delivery."
6.4,1,"D Zadran to D Warner, one run, 136.7 km/h short length on off stump."
6.3,•,"D Zadran to D Warner, no run, 138.1 km/h good length outside off stump."
6.2,•,"D Zadran to D Warner, no run, 135.2 km/h good length just outside off stump."
6.1,•,"D Zadran to D Warner, no run, 134.7 km/h full length just outside off stump."
5.6,•,"H Hassan to A Finch, no run, 142.8 km/h good length on off stump."
5.5,•,"H Hassan to A Finch, no run, 144.7 km/h short length on off stump."
5.4,•,"H Hassan to A Finch, no run, 141.6 km/h short length on middle stump."
5.3,1,"H Hassan to D Warner, one run, 137.5 km/h full length outside off stump."
5.2,•,"H Hassan to D Warner, no run, 144.5 km/h full length outside off stump."
5.1,4,"H Hassan to D Warner, FOUR, 139.0 km/h good length just outside off stump."
4.6,•,"D Zadran to A Finch, no run, 134.5 km/h short length just outside off stump."
4.5,1,"D Zadran to D Warner, one run, 136.9 km/h short length on middle stump."
4.4,•,"D Zadran to D Warner, no run, 129.9 km/h short length outside off stump."
4.3,•,"D Zadran to D Warner, no run, 135.4 km/h good length outside off stump."
4.2,•,"D Zadran to D Warner, no run, 136.4 km/h good length outside off stump."
4.1,4,"D Zadran to D Warner, FOUR, 114.0 km/h short length outside off stump."
4.1,1Nb,"D Zadran to D Warner, 1 run, no-ball."
3.6,4,"H Hassan to A Finch, FOUR, 138.5 km/h good length outside off stump."
3.5,•,"H Hassan to A Finch, no run, 141.7 km/h short length on middle stump."
3.4,•,"H Hassan to A Finch, no run, 142.3 km/h good length going down leg."
3.3,•,"H Hassan to A Finch, no run, 143.8 km/h good length just outside off stump."
3.2,•,"H Hassan to A Finch, no run, 144.0 km/h full length on off stump."
3.1,1,"H Hassan to D Warner, one run, 139.6 km/h full length just outside off stump."
2.6,4,"M Ur Rahman to A Finch, FOUR, 92.8 km/h good length going down leg."
2.5,3,"M Ur Rahman to D Warner, three runs, 91.5 km/h short length on off stump."
2.4,1,"M Ur Rahman to A Finch, one run, 92.5 km/h good length just outside off stump."
2.3,•,"M Ur Rahman to A Finch, no run, 96.0 km/h short length just outside off stump."
2.2,6,"M Ur Rahman to A Finch, SIX, 92.9 km/h good length on middle stump."
2.1,•,"M Ur Rahman to A Finch, no run, 97.4 km/h short length just outside off stump."
1.6,•,"H Hassan to D Warner, no run, 137.0 km/h good length just outside off stump."
1.5,•,"H Hassan to D Warner, no run, 134.8 km/h short length just outside off stump."
1.4,•,"H Hassan to D Warner, no run, 140.0 km/h full length outside off stump."
1.3,•,"H Hassan to D Warner, no run, 142.9 km/h full length just outside off stump."
1.2,•,"H Hassan to D Warner, no run, 136.7 km/h full length outside off stump."
1.1,•,"H Hassan to D Warner, no run."
0.6,•,"M Ur Rahman to A Finch, no run, 99.5 km/h full length on off stump."
0.5,•,"M Ur Rahman to A Finch, no run, 90.4 km/h good length on middle stump."
0.4,4,"M Ur Rahman to A Finch, FOUR, 92.9 km/h good length just outside off stump."
0.3,4,"M Ur Rahman to A Finch, FOUR, 93.8 km/h full length just outside off stump."
0.2,1,"M Ur Rahman to D Warner, one run, 88.7 km/h good length going down leg."
0.1,1,"M Ur Rahman to A Finch, one run, 93.4 km/h good length going down leg."
38.2,W,"P Cummins to M Ur Rahman, WICKET!!! M Ur Rahman is out b Pat Cummins, 141.0 km/h full length on leg stump."
38.1,•,"P Cummins to M Ur Rahman, no run, 137.4 km/h short length outside off stump."
37.6,•,"A Zampa to H Hassan, no run, 85.6 km/h short length just outside off stump."
37.5,1,"A Zampa to M Ur Rahman, one run, 84.3 km/h good length going down leg."
37.4,1,"A Zampa to H Hassan, one run, 82.8 km/h full length outside off stump."
37.3,W,"A Zampa to R Khan, WICKET!!! R Khan is out lbw Adam Zampa, 90.4 km/h good length on leg stump."
37.2,6,"A Zampa to R Khan, SIX, 83.6 km/h good length just outside off stump."
37.1,1,"A Zampa to M Ur Rahman, one run, 83.7 km/h full length going down leg."
36.6,•,"P Cummins to R Khan, no run, 142.1 km/h short length on off stump."
36.5,1,"P Cummins to M Ur Rahman, one run, 140.2 km/h short length going down leg."
36.4,6,"P Cummins to M Ur Rahman, SIX, 140.2 km/h short length on leg stump."
36.3,•,"P Cummins to M Ur Rahman, no run, 139.3 km/h short length going down leg."
36.2,4,"P Cummins to M Ur Rahman, FOUR, 141.0 km/h short length going down leg."
36.1,•,"P Cummins to M Ur Rahman, no run, 136.0 km/h short length just outside off stump."
35.6,6,"M Stoinis to R Khan, SIX, 127.0 km/h short length on off stump."
35.5,4,"M Stoinis to R Khan, FOUR, 131.1 km/h short length outside off stump."
35.4,4,"M Stoinis to R Khan, FOUR, 130.8 km/h full length going down leg."
35.3,•,"M Stoinis to R Khan, no run, 132.2 km/h good length on off stump."
35.2,6,"M Stoinis to R Khan, SIX, 130.2 km/h short length on leg stump."
35.1,•,"M Stoinis to R Khan, no run, 127.8 km/h short length on leg stump."
35.1,1Wd,"M Stoinis to R Khan, wide delivery."
34.6,W,"P Cummins to D Zadran, WICKET!!! D Zadran is out c Alex Carey b Pat Cummins, 138.7 km/h short length going down leg."
34.5,4,"P Cummins to D Zadran, FOUR, 139.6 km/h short length on off stump."
34.4,•,"P Cummins to D Zadran, no run, 136.3 km/h good length just outside off stump."
34.3,•,"P Cummins to D Zadran, no run, 142.7 km/h short length outside off stump."
34.2,•,"P Cummins to D Zadran, no run, 140.2 km/h good length just outside off stump."
34.1,•,"P Cummins to D Zadran, no run, 139.5 km/h short length on off stump."
33.6,•,"M Stoinis to R Khan, no run, 126.3 km/h short length just outside off stump."
33.1,W,"M Stoinis to G Naib, WICKET!!! G Naib is out c Alex Carey b Marcus Stoinis, 127.3 km/h short length just outside off stump."
33.5,W,"M Stoinis to N Zadran, WICKET!!! N Zadran is out c Alex Carey b Marcus Stoinis, 130.2 km/h short length on middle stump."
33.4,1,"M Stoinis to R Khan, one run, 129.0 km/h full length just outside off stump."
33.3,1,"M Stoinis to N Zadran, one run, 125.6 km/h short length on middle stump."
33.2,•,"M Stoinis to N Zadran, no run, 123.5 km/h full length just outside off stump."
32.6,4,"M Starc to N Zadran, FOUR, 143.7 km/h short length on leg stump."
32.5,•,"M Starc to N Zadran, no run, 144.9 km/h short length outside off stump."
32.4,1Lb,"M Starc to G Naib, 1 leg bye."
32.3,1,"M Starc to N Zadran, one run, 143.5 km/h short length going down leg."
32.3,1Wd,"M Starc to N Zadran, wide delivery."
32.2,•,"M Starc to N Zadran, no run, 142.0 km/h good length on off stump."
32.1,•,"M Starc to N Zadran, no run, 143.8 km/h full length on middle stump."
31.6,6,"N Coulter-Nile to G Naib, SIX, 113.5 km/h short length outside off stump."
31.5,1,"N Coulter-Nile to N Zadran, one run, 135.6 km/h good length outside off stump."
31.4,•,"N Coulter-Nile to N Zadran, no run, 135.9 km/h short length just outside off stump."
31.3,1,"N Coulter-Nile to N Zadran, one run, 137.0 km/h good length on middle stump."
31.2,1,"N Coulter-Nile to G Naib, one run."
31.1,1,"N Coulter-Nile to N Zadran, one run, 133.4 km/h full length outside off stump."
30.6,4,"M Starc to G Naib, FOUR, 140.3 km/h full length just outside off stump."
30.5,1,"M Starc to N Zadran, one run, 141.7 km/h good length going down leg."
30.4,4,"M Starc to N Zadran, FOUR."
30.3,•,"M Starc to N Zadran, no run, 144.4 km/h short length on middle stump."
30.2,•,"M Starc to N Zadran, no run, 141.0 km/h short length just outside off stump."
30.1,•,"M Starc to N Zadran, no run, 141.2 km/h full length going down leg."
29.6,•,"N Coulter-Nile to G Naib, no run, 139.8 km/h full length on off stump."
29.5,2,"N Coulter-Nile to G Naib, two runs, 137.3 km/h short length on off stump."
29.4,1,"N Coulter-Nile to N Zadran, one run, 135.3 km/h full length on off stump."
29.3,•,"N Coulter-Nile to N Zadran, no run, 137.8 km/h good length on off stump."
29.2,•,"N Coulter-Nile to N Zadran, no run, 137.4 km/h good length on middle stump."
29.2,1Wd,"N Coulter-Nile to N Zadran, wide delivery."
29.1,1,"N Coulter-Nile to G Naib, one run, 138.9 km/h good length just outside off stump."
28.6,6,"A Zampa to N Zadran, SIX, 82.9 km/h full toss just outside off stump."
28.5,6,"A Zampa to N Zadran, SIX, 89.0 km/h good length just outside off stump."
28.4,4,"A Zampa to N Zadran, FOUR, 92.4 km/h short length outside off stump."
28.3,4,"A Zampa to N Zadran, FOUR, 84.2 km/h full length just outside off stump."
28.2,1,"A Zampa to G Naib, one run."
28.1,1,"A Zampa to N Zadran, one run."
27.6,•,"N Coulter-Nile to G Naib, no run, 136.1 km/h short length just outside off stump."
27.5,•,"N Coulter-Nile to G Naib, no run, 135.0 km/h short length on off stump."
27.4,•,"N Coulter-Nile to G Naib, no run, 136.9 km/h short length on off stump."
27.3,•,"N Coulter-Nile to G Naib, no run."
27.2,•,"N Coulter-Nile to G Naib, no run, 133.9 km/h full length just outside off stump."
27.1,•,"N Coulter-Nile to G Naib, no run, 135.9 km/h short length on off stump."
26.6,•,"A Zampa to N Zadran, no run, 91.9 km/h good length just outside off stump."
26.5,•,"A Zampa to N Zadran, no run, 85.4 km/h good length just outside off stump."
26.4,•,"A Zampa to N Zadran, no run, 87.4 km/h full length just outside off stump."
26.3,4,"A Zampa to N Zadran, FOUR, 90.3 km/h full toss on middle stump."
26.2,•,"A Zampa to N Zadran, no run."
26.1,1,"A Zampa to G Naib, one run, 89.0 km/h good length just outside off stump."
25.6,•,"N Coulter-Nile to N Zadran, no run, 138.9 km/h short length just outside off stump."
25.5,•,"N Coulter-Nile to N Zadran, no run, 133.6 km/h short length outside off stump."
25.4,•,"N Coulter-Nile to N Zadran, no run, 136.2 km/h short length outside off stump."
25.3,4,"N Coulter-Nile to N Zadran, FOUR, 136.6 km/h short length outside off stump."
25.2,•,"N Coulter-Nile to N Zadran, no run, 136.4 km/h short length outside off stump."
25.1,•,"N Coulter-Nile to N Zadran, no run, 136.3 km/h full length just outside off stump."
24.6,•,"A Zampa to G Naib, no run, 85.5 km/h good length on off stump."
24.5,1,"A Zampa to N Zadran, one run, 90.4 km/h good length on leg stump."
24.4,4,"A Zampa to N Zadran, FOUR, 86.5 km/h good length on off stump."
24.3,1,"A Zampa to G Naib, one run, 86.1 km/h good length just outside off stump."
24.2,1,"A Zampa to N Zadran, one run, 85.6 km/h good length just outside off stump."
24.1,•,"A Zampa to N Zadran, no run, 83.5 km/h good length going down leg."
23.6,•,"P Cummins to G Naib, no run, 137.4 km/h short length going down leg."
23.5,1,"P Cummins to N Zadran, one run, 144.5 km/h short length on off stump."
23.4,•,"P Cummins to N Zadran, no run, 136.6 km/h short length just outside off stump."
23.3,•,"P Cummins to N Zadran, no run, 135.7 km/h short length on off stump."
23.2,•,"P Cummins to N Zadran, no run, 138.4 km/h good length just outside off stump."
23.1,•,"P Cummins to N Zadran, no run, 141.1 km/h good length on off stump."
22.6,•,"M Stoinis to G Naib, no run, 128.1 km/h full toss just outside off stump."
22.5,•,"M Stoinis to G Naib, no run, 126.6 km/h good length on off stump."
22.4,•,"M Stoinis to G Naib, no run, 132.0 km/h short length on leg stump."
22.3,4,"M Stoinis to G Naib, FOUR, 128.2 km/h full length on middle stump."
22.2,•,"M Stoinis to G Naib, no run, 123.7 km/h good length on middle stump."
22.1,•,"M Stoinis to G Naib, no run, 128.6 km/h full length just outside off stump."
21.6,1,"P Cummins to G Naib, one run, 141.1 km/h full length just outside off stump."
21.5,•,"P Cummins to G Naib, no run, 140.9 km/h full length on middle stump."
21.4,•,"P Cummins to G Naib, no run, 140.5 km/h good length just outside off stump."
21.3,4,"P Cummins to G Naib, FOUR, 137.3 km/h short length on middle stump."
21.2,•,"P Cummins to G Naib, no run, 136.6 km/h short length just outside off stump."
21.1,4,"P Cummins to G Naib, FOUR, 135.8 km/h short length just outside off stump."
20.6,•,"M Stoinis to N Zadran, no run, 128.1 km/h full length just outside off stump."
20.5,•,"M Stoinis to N Zadran, no run, 127.7 km/h good length outside off stump."
20.4,•,"M Stoinis to N Zadran, no run, 127.0 km/h full length outside off stump."
20.3,•,"M Stoinis to N Zadran, no run, 126.5 km/h good length just outside off stump."
20.2,W,"M Stoinis to M Nabi, WICKET!!! M Nabi is out run out (Steve Smith/Alex Carey), 126.3 km/h full length just outside off stump."
20.1,•,"M Stoinis to M Nabi, no run, 129.3 km/h full length outside off stump."
19.6,•,"A Zampa to G Naib, no run, 85.6 km/h good length just outside off stump."
19.5,1,"A Zampa to M Nabi, one run, 86.6 km/h good length on off stump."
19.4,•,"A Zampa to M Nabi, no run, 87.5 km/h good length on middle stump."
19.3,1,"A Zampa to G Naib, one run, 90.0 km/h good length outside off stump."
19.2,W,"A Zampa to R Shah, WICKET!!! R Shah is out c Steve Smith b Adam Zampa, 84.4 km/h good length outside off stump."
19.1,•,"A Zampa to R Shah, no run, 89.8 km/h short length on off stump."
18.6,•,"M Stoinis to M Nabi, no run, 123.4 km/h short length on off stump."
18.5,•,"M Stoinis to M Nabi, no run, 129.4 km/h good length on middle stump."
18.4,•,"M Stoinis to M Nabi, no run, 126.3 km/h short length just outside off stump."
18.3,1,"M Stoinis to R Shah, one run, 127.8 km/h short length going down leg."
18.2,•,"M Stoinis to R Shah, no run, 129.2 km/h good length outside off stump."
18.1,1,"M Stoinis to M Nabi, one run, 128.5 km/h short length on leg stump."
17.6,•,"A Zampa to R Shah, no run, 91.3 km/h good length just outside off stump."
17.5,1,"A Zampa to M Nabi, one run, 89.5 km/h short length on off stump."
17.4,1,"A Zampa to R Shah, one run, 92.9 km/h good length on middle stump."
17.3,•,"A Zampa to R Shah, no run, 86.7 km/h good length just outside off stump."
17.2,•,"A Zampa to R Shah, no run, 88.8 km/h good length just outside off stump."
17.1,1,"A Zampa to M Nabi, one run, 88.4 km/h good length just outside off stump."
16.6,1,"M Starc to M Nabi, one run, 145.0 km/h full toss outside off stump."
16.5,•,"M Starc to M Nabi, no run, 143.2 km/h good length outside off stump."
16.4,1,"M Starc to R Shah, one run, 141.9 km/h full length on off stump."
16.3,4,"M Starc to R Shah, FOUR, 146.2 km/h full length outside off stump."
16.2,•,"M Starc to R Shah, no run, 142.9 km/h short length on middle stump."
16.1,•,"M Starc to R Shah, no run, 146.8 km/h short length going down leg."
15.6,•,"A Zampa to M Nabi, no run, 90.4 km/h good length on off stump."
15.5,1,"A Zampa to R Shah, one run, 88.0 km/h full length outside off stump."
15.4,•,"A Zampa to R Shah, no run, 91.0 km/h good length just outside off stump."
