Ball,Runs,Commentary
27.2,•,"K Yadav to S Ahmed, no run, 76.1 km/h good length just outside off stump."
27.1,•,"K Yadav to S Ahmed, no run, 80.6 km/h good length just outside off stump."
26.6,W,"H Pandya to S Malik, WICKET!!! S Malik is out b Hardik Pandya, 141.3 km/h good length just outside off stump."
26.5,W,"H Pandya to M Hafeez, WICKET!!! M Hafeez is out c Vijay Shankar b Hardik Pandya, 136.7 km/h full length going down leg."
26.4,•,"H Pandya to M Hafeez, no run, 132.3 km/h short length just outside off stump."
26.4,1Wd,"H Pandya to M Hafeez, wide delivery."
26.3,•,"H Pandya to M Hafeez, no run, 131.9 km/h short length on off stump."
26.2,•,"H Pandya to M Hafeez, no run, 131.6 km/h full length just outside off stump."
26.1,2,"H Pandya to M Hafeez, two runs, 129.7 km/h full length outside off stump."
25.6,•,"K Yadav to S Ahmed, no run, 74.2 km/h good length just outside off stump."
25.5,•,"K Yadav to S Ahmed, no run, 72.6 km/h short length just outside off stump."
25.4,•,"K Yadav to S Ahmed, no run, 73.8 km/h good length going down leg."
25.3,•,"K Yadav to S Ahmed, no run, 75.3 km/h good length just outside off stump."
25.2,W,"K Yadav to F Zaman, WICKET!!! F Zaman is out c Yuzvendra Chahal b Kuldeep Yadav, 75.3 km/h good length just outside off stump."
25.1,•,"K Yadav to F Zaman, no run, 77.7 km/h good length outside off stump."
24.6,6,"Y Chahal to M Hafeez, SIX, 80.6 km/h good length just outside off stump."
24.5,1,"Y Chahal to F Zaman, one run, 80.5 km/h good length on off stump."
24.4,•,"Y Chahal to F Zaman, no run, 77.7 km/h full length on leg stump."
24.3,1,"Y Chahal to M Hafeez, one run, 79.7 km/h good length on leg stump."
24.2,1,"Y Chahal to F Zaman, one run, 78.3 km/h good length outside off stump."
24.1,•,"Y Chahal to F Zaman, no run, 79.1 km/h good length just outside off stump."
23.6,W,"K Yadav to B Azam, WICKET!!! B Azam is out b Kuldeep Yadav, 78.7 km/h good length on off stump."
23.5,1,"K Yadav to F Zaman, one run, 78.0 km/h good length outside off stump."
23.4,1,"K Yadav to B Azam, one run, 74.5 km/h good length on leg stump."
23.3,•,"K Yadav to B Azam, no run, 83.7 km/h good length on off stump."
23.2,1,"K Yadav to F Zaman, one run, 78.1 km/h good length just outside off stump."
23.1,1,"K Yadav to B Azam, one run, 80.9 km/h good length going down leg."
22.6,•,"Y Chahal to F Zaman, no run, 77.4 km/h good length going down leg."
22.5,1,"Y Chahal to B Azam, one run, 78.6 km/h good length just outside off stump."
22.4,1,"Y Chahal to F Zaman, one run, 75.5 km/h good length going down leg."
22.3,1,"Y Chahal to B Azam, one run, 82.7 km/h good length just outside off stump."
22.2,6,"Y Chahal to B Azam, SIX, 84.1 km/h good length just outside off stump."
22.1,1,"Y Chahal to F Zaman, one run, 87.9 km/h good length on middle stump."
21.6,1,"K Yadav to F Zaman, one run, 76.4 km/h good length just outside off stump."
21.5,•,"K Yadav to F Zaman, no run, 76.4 km/h full length on off stump."
21.4,4,"K Yadav to F Zaman, FOUR, 75.7 km/h good length outside off stump."
21.3,1,"K Yadav to B Azam, one run, 78.7 km/h good length on leg stump."
21.2,2,"K Yadav to B Azam, two runs, 78.5 km/h good length going down leg."
21.1,•,"K Yadav to B Azam, no run, 78.1 km/h good length just outside off stump."
20.6,1,"Y Chahal to B Azam, one run, 82.7 km/h good length on middle stump."
20.5,•,"Y Chahal to B Azam, no run, 86.7 km/h good length just outside off stump."
20.4,•,"Y Chahal to B Azam, no run, 80.0 km/h good length just outside off stump."
20.3,1,"Y Chahal to F Zaman, one run, 85.9 km/h good length on off stump."
20.2,•,"Y Chahal to F Zaman, no run, 75.8 km/h good length going down leg."
20.1,6,"Y Chahal to F Zaman, SIX, 86.0 km/h good length on middle stump."
19.6,•,"K Yadav to B Azam, no run, 75.7 km/h good length on middle stump."
19.5,•,"K Yadav to B Azam, no run, 78.5 km/h good length on off stump."
19.4,•,"K Yadav to B Azam, no run, 79.0 km/h good length on off stump."
19.3,1,"K Yadav to F Zaman, one run, 76.4 km/h full length outside off stump."
19.2,•,"K Yadav to F Zaman, no run, 75.9 km/h good length outside off stump."
19.1,•,"K Yadav to F Zaman, no run, 77.1 km/h good length just outside off stump."
18.6,•,"Y Chahal to B Azam, no run, 81.6 km/h short length just outside off stump."
18.5,•,"Y Chahal to B Azam, no run, 83.8 km/h good length on middle stump."
18.4,1,"Y Chahal to F Zaman, one run, 86.1 km/h good length outside off stump."
18.3,•,"Y Chahal to F Zaman, no run, 76.1 km/h good length going down leg."
18.2,•,"Y Chahal to F Zaman, no run, 88.6 km/h good length just outside off stump."
18.1,1,"Y Chahal to B Azam, one run, 80.3 km/h good length just outside off stump."
17.6,1,"K Yadav to B Azam, one run, 75.5 km/h good length just outside off stump."
17.5,1,"K Yadav to F Zaman, one run, 77.1 km/h good length outside off stump."
17.4,1,"K Yadav to B Azam, one run, 79.2 km/h full length on middle stump."
17.3,1,"K Yadav to F Zaman, one run, 77.0 km/h full length just outside off stump."
17.2,1,"K Yadav to B Azam, one run, 76.1 km/h good length on leg stump."
17.1,•,"K Yadav to B Azam, no run, 76.1 km/h good length on middle stump."
16.6,•,"Y Chahal to F Zaman, no run, 80.8 km/h good length going down leg."
16.5,1,"Y Chahal to B Azam, one run, 81.4 km/h good length outside off stump."
16.4,1,"Y Chahal to F Zaman, one run, 97.3 km/h short length going down leg."
16.3,•,"Y Chahal to F Zaman, no run, 78.8 km/h short length on middle stump."
16.2,1,"Y Chahal to B Azam, one run, 89.2 km/h good length outside off stump."
16.1,1,"Y Chahal to F Zaman, one run, 85.0 km/h short length going down leg."
15.6,1,"H Pandya to F Zaman, one run, 133.2 km/h short length just outside off stump."
15.5,4,"H Pandya to F Zaman, FOUR, 118.2 km/h good length outside off stump."
15.4,•,"H Pandya to F Zaman, no run, 137.9 km/h good length on middle stump."
15.3,4,"H Pandya to F Zaman, FOUR, 132.1 km/h good length just outside off stump."
15.2,1,"H Pandya to B Azam, one run, 133.3 km/h good length on off stump."
15.1,1,"H Pandya to F Zaman, one run, 121.0 km/h good length on middle stump."
14.6,3,"K Yadav to F Zaman, three runs, 93.0 km/h good length going down leg."
14.5,•,"K Yadav to F Zaman, no run, 81.4 km/h good length just outside off stump."
14.4,1,"K Yadav to B Azam, one run."
14.3,1,"K Yadav to F Zaman, one run, 78.6 km/h full toss just outside off stump."
14.2,•,"K Yadav to F Zaman, no run, 81.6 km/h short length on middle stump."
14.1,1,"K Yadav to B Azam, one run, 77.7 km/h full length just outside off stump."
13.6,•,"H Pandya to F Zaman, no run, 124.5 km/h short length outside off stump."
13.5,1,"H Pandya to B Azam, one run, 136.9 km/h good length on off stump."
13.4,1,"H Pandya to F Zaman, one run, 123.6 km/h good length outside off stump."
13.3,4,"H Pandya to F Zaman, FOUR, 123.8 km/h short length just outside off stump."
13.2,1,"H Pandya to B Azam, one run, 131.5 km/h full length going down leg."
13.1,•,"H Pandya to B Azam, no run, 130.7 km/h good length on off stump."
12.6,1,"K Yadav to B Azam, one run, 83.5 km/h good length on middle stump."
12.5,1,"K Yadav to F Zaman, one run, 80.6 km/h good length outside off stump."
12.4,•,"K Yadav to F Zaman, no run, 80.4 km/h good length outside off stump."
12.3,•,"K Yadav to F Zaman, no run, 84.5 km/h good length on middle stump."
12.2,•,"K Yadav to F Zaman, no run, 79.0 km/h short length outside off stump."
12.1,•,"K Yadav to F Zaman, no run, 82.4 km/h short length outside off stump."
11.6,4,"V Shankar to B Azam, FOUR, 126.3 km/h short length outside off stump."
11.5,2,"V Shankar to B Azam, two runs, 124.2 km/h full length outside off stump."
11.4,1,"V Shankar to F Zaman, one run, 129.1 km/h full length outside off stump."
11.3,•,"V Shankar to F Zaman, no run, 126.6 km/h full length outside off stump."
11.2,1,"V Shankar to B Azam, one run, 126.5 km/h full length outside off stump."
11.1,•,"V Shankar to B Azam, no run."
10.6,•,"H Pandya to F Zaman, no run, 121.2 km/h good length just outside off stump."
10.5,1,"H Pandya to B Azam, one run, 132.1 km/h short length outside off stump."
10.4,•,"H Pandya to B Azam, no run, 133.8 km/h good length just outside off stump."
10.3,1,"H Pandya to F Zaman, one run, 134.1 km/h short length on middle stump."
10.2,•,"H Pandya to F Zaman, no run, 135.8 km/h good length just outside off stump."
10.1,1,"H Pandya to B Azam, one run."
9.6,1,"V Shankar to B Azam, one run, 128.0 km/h good length just outside off stump."
9.6,1Wd,"V Shankar to B Azam, wide delivery."
9.5,•,"V Shankar to B Azam, no run, 125.5 km/h good length on middle stump."
9.4,•,"V Shankar to B Azam, no run, 127.1 km/h good length on middle stump."
9.3,1,"V Shankar to F Zaman, one run, 129.4 km/h good length outside off stump."
9.2,•,"V Shankar to F Zaman, no run, 122.8 km/h full length outside off stump."
9.1,1,"V Shankar to B Azam, one run, 126.0 km/h full length outside off stump."
8.6,•,"H Pandya to F Zaman, no run."
8.5,1,"H Pandya to B Azam, one run, 135.8 km/h full length just outside off stump."
8.4,•,"H Pandya to B Azam, no run, 133.1 km/h short length on off stump."
8.3,4,"H Pandya to B Azam, FOUR, 135.4 km/h full length outside off stump."
8.2,•,"H Pandya to B Azam, no run, 130.4 km/h short length outside off stump."
8.1,•,"H Pandya to B Azam, no run, 130.5 km/h good length on off stump."
7.6,4,"J Bumrah to F Zaman, FOUR, 140.7 km/h short length on leg stump."
7.5,•,"J Bumrah to F Zaman, no run, 138.5 km/h short length on leg stump."
7.4,•,"J Bumrah to F Zaman, no run, 141.1 km/h short length on leg stump."
7.3,•,"J Bumrah to F Zaman, no run, 139.3 km/h short length just outside off stump."
7.2,•,"J Bumrah to F Zaman, no run, 144.5 km/h good length just outside off stump."
7.1,•,"J Bumrah to F Zaman, no run, 133.1 km/h short length just outside off stump."
6.6,•,"V Shankar to B Azam, no run, 127.8 km/h full length outside off stump."
6.5,•,"V Shankar to B Azam, no run, 127.4 km/h full length just outside off stump."
6.4,•,"V Shankar to B Azam, no run, 130.1 km/h full length outside off stump."
6.3,•,"V Shankar to B Azam, no run, 126.4 km/h short length outside off stump."
6.2,1,"V Shankar to F Zaman, one run, 126.6 km/h short length outside off stump."
6.1,4,"V Shankar to F Zaman, FOUR, 122.1 km/h short length going down leg."
5.6,4,"J Bumrah to B Azam, FOUR, 141.3 km/h short length outside off stump."
5.5,•,"J Bumrah to B Azam, no run, 142.5 km/h good length on middle stump."
5.4,1,"J Bumrah to F Zaman, one run, 139.2 km/h good length on off stump."
5.3,•,"J Bumrah to F Zaman, no run, 139.7 km/h good length outside off stump."
5.2,1,"J Bumrah to B Azam, one run, 138.8 km/h good length just outside off stump."
5.1,•,"J Bumrah to B Azam, no run, 140.6 km/h good length on middle stump."
4.6,1,"V Shankar to B Azam, one run, 131.0 km/h good length on off stump."
4.5,W,"V Shankar to Imam ul-Haq, WICKET!!! Imam ul-Haq is out lbw Vijay Shankar, 124.7 km/h full length on leg stump."
4.4,•,"B Kumar to Imam ul-Haq, no run, 137.4 km/h good length just outside off stump."
4.3,•,"B Kumar to Imam ul-Haq, no run, 135.8 km/h good length just outside off stump."
4.2,•,"B Kumar to Imam ul-Haq, no run, 136.5 km/h short length just outside off stump."
4.1,•,"B Kumar to Imam ul-Haq, no run, 136.9 km/h good length outside off stump."
3.6,•,"J Bumrah to F Zaman, no run, 139.5 km/h good length outside off stump."
3.5,•,"J Bumrah to F Zaman, no run, 135.0 km/h good length just outside off stump."
3.4,1,"J Bumrah to Imam ul-Haq, one run, 140.7 km/h short length just outside off stump."
3.3,•,"J Bumrah to Imam ul-Haq, no run, 143.6 km/h full length outside off stump."
3.2,•,"J Bumrah to Imam ul-Haq, no run, 142.8 km/h good length just outside off stump."
3.1,•,"J Bumrah to Imam ul-Haq, no run, 139.2 km/h short length just outside off stump."
2.6,1,"B Kumar to Imam ul-Haq, one run, 136.9 km/h short length on middle stump."
2.5,4,"B Kumar to Imam ul-Haq, FOUR, 140.5 km/h good length on middle stump."
2.4,•,"B Kumar to Imam ul-Haq, no run, 139.4 km/h good length outside off stump."
2.3,•,"B Kumar to Imam ul-Haq, no run, 136.7 km/h good length on middle stump."
2.2,•,"B Kumar to Imam ul-Haq, no run, 144.2 km/h good length outside off stump."
2.2,1Wd,"B Kumar to Imam ul-Haq, wide delivery."
2.1,•,"B Kumar to Imam ul-Haq, no run, 137.1 km/h good length outside off stump."
1.6,•,"J Bumrah to F Zaman, no run, 140.9 km/h good length on middle stump."
1.5,•,"J Bumrah to F Zaman, no run, 142.0 km/h good length just outside off stump."
1.4,•,"J Bumrah to F Zaman, no run, 139.2 km/h short length outside off stump."
1.3,4,"J Bumrah to F Zaman, FOUR, 137.4 km/h full toss outside off stump."
1.2,•,"J Bumrah to F Zaman, no run, 141.0 km/h full length going down leg."
1.1,•,"J Bumrah to F Zaman, no run, 135.8 km/h good length on middle stump."
0.6,•,"B Kumar to Imam ul-Haq, no run, 134.5 km/h short length outside off stump."
0.5,•,"B Kumar to Imam ul-Haq, no run, 135.4 km/h good length outside off stump."
0.4,1,"B Kumar to F Zaman, one run, 135.8 km/h short length on middle stump."
0.3,•,"B Kumar to F Zaman, no run, 134.3 km/h good length just outside off stump."
0.2,•,"B Kumar to F Zaman, no run, 134.1 km/h short length outside off stump."
0.1,1,"B Kumar to Imam ul-Haq, one run, 132.9 km/h short length on middle stump."
49.6,1,"M Amir to K Jadhav, one run, 137.7 km/h short length outside off stump."
49.5,1,"M Amir to V Shankar, one run, 139.7 km/h full length just outside off stump."
49.5,1Wd,"M Amir to V Shankar, wide delivery."
49.4,4,"M Amir to V Shankar, FOUR, 136.3 km/h full length outside off stump."
49.3,1,"M Amir to K Jadhav, one run, 136.9 km/h full length on off stump."
49.2,•,"M Amir to K Jadhav, no run, 117.3 km/h good length outside off stump."
49.1,1,"M Amir to V Shankar, one run, 137.5 km/h full length just outside off stump."
48.6,1,"W Riaz to V Shankar, one run, 142.5 km/h full toss outside off stump."
48.5,2,"W Riaz to V Shankar, two runs, 130.0 km/h short length on off stump."
48.4,1,"W Riaz to K Jadhav, one run, 143.3 km/h short length on middle stump."
48.3,4,"W Riaz to K Jadhav, FOUR, 138.0 km/h full length outside off stump."
48.3,1Wd,"W Riaz to K Jadhav, wide delivery."
48.2,1,"W Riaz to V Shankar, one run, 143.9 km/h full length on off stump."
48.1,1,"W Riaz to K Jadhav, one run, 119.4 km/h short length outside off stump."
48.1,1Wd,"W Riaz to K Jadhav, wide delivery."
47.6,1,"M Amir to K Jadhav, one run, 134.0 km/h good length outside off stump."
47.5,•,"M Amir to K Jadhav, no run, 123.1 km/h short length just outside off stump."
47.4,W,"M Amir to V Kohli, WICKET!!! V Kohli is out c Sarfaraz Ahmed b Mohammad Amir, 132.0 km/h short length on off stump."
47.3,2,"M Amir to V Kohli, two runs."
47.2,1,"M Amir to V Shankar, one run, 134.8 km/h full length just outside off stump."
47.1,•,"M Amir to V Shankar, no run, 122.4 km/h good length outside off stump."
46.6,4,"W Riaz to V Kohli, FOUR, 114.1 km/h short length outside off stump."
46.6,1Wd,"W Riaz to V Kohli, wide delivery."
46.5,1,"W Riaz to V Shankar, one run, 143.3 km/h full length on middle stump."
46.4,•,"W Riaz to V Shankar, no run, 145.2 km/h full length outside off stump."
46.3,2,"W Riaz to V Shankar, two runs, 139.6 km/h short length going down leg."
46.2,•,"W Riaz to V Shankar, no run, 143.4 km/h good length just outside off stump."
46.1,1,"W Riaz to V Kohli, one run, 118.1 km/h short length outside off stump."
45.6,•,"M Amir to V Shankar, no run, 123.0 km/h good length outside off stump."
45.5,1,"M Amir to V Kohli, one run, 133.3 km/h short length on off stump."
45.4,2,"M Amir to V Kohli, two runs, 122.8 km/h short length outside off stump."
45.3,1,"M Amir to V Shankar, one run, 126.3 km/h short length outside off stump."
45.2,•,"M Amir to V Shankar, no run, 134.4 km/h good length outside off stump."
45.1,W,"M Amir to MS Dhoni, WICKET!!! MS Dhoni is out c Sarfaraz Ahmed b Mohammad Amir, 136.5 km/h full length outside off stump."
44.6,1,"H Ali to MS Dhoni, one run, 135.6 km/h short length just outside off stump."
44.5,1,"H Ali to V Kohli, one run, 122.4 km/h good length on off stump."
44.4,2,"H Ali to V Kohli, two runs, 121.6 km/h short length on middle stump."
44.3,4,"H Ali to V Kohli, FOUR, 140.5 km/h full length going down leg."
44.2,4,"H Ali to V Kohli, FOUR, 135.4 km/h good length going down leg."
44.1,•,"H Ali to V Kohli, no run, 135.5 km/h good length just outside off stump."
43.6,1,"M Amir to V Kohli, one run, 120.5 km/h good length just outside off stump."
43.5,W,"M Amir to H Pandya, WICKET!!! H Pandya is out c Babar Azam b Mohammad Amir, 136.2 km/h full length just outside off stump."
43.4,4,"M Amir to H Pandya, FOUR, 117.4 km/h short length outside off stump."
43.3,1,"M Amir to V Kohli, one run, 116.9 km/h good length outside off stump."
43.2,4,"M Amir to V Kohli, FOUR, 135.5 km/h full length outside off stump."
43.1,2,"M Amir to V Kohli, two runs, 121.5 km/h short length just outside off stump."
42.6,2,"H Ali to H Pandya, two runs, 131.7 km/h short length just outside off stump."
42.5,•,"H Ali to H Pandya, no run, 137.4 km/h good length just outside off stump."
42.4,4,"H Ali to H Pandya, FOUR, 138.8 km/h full toss going down leg."
42.3,•,"H Ali to H Pandya, no run, 120.8 km/h good length just outside off stump."
42.2,6,"H Ali to H Pandya, SIX, 121.2 km/h good length outside off stump."
42.1,1,"H Ali to V Kohli, one run, 122.6 km/h good length just outside off stump."
41.6,1,"W Riaz to V Kohli, one run, 136.7 km/h short length on leg stump."
41.5,•,"W Riaz to V Kohli, no run, 137.6 km/h good length just outside off stump."
41.4,1,"W Riaz to H Pandya, one run, 124.9 km/h full toss outside off stump."
41.3,•,"W Riaz to H Pandya, no run, 141.7 km/h short length outside off stump."
41.2,1,"W Riaz to V Kohli, one run, 143.3 km/h short length just outside off stump."
41.1,4,"W Riaz to V Kohli, FOUR, 143.6 km/h full length outside off stump."
40.6,2,"H Ali to H Pandya, two runs, 116.7 km/h good length on off stump."
40.5,1,"H Ali to V Kohli, one run, 138.8 km/h full length on off stump."
40.4,1,"H Ali to H Pandya, one run, 140.5 km/h full length on leg stump."
40.3,•,"H Ali to H Pandya, no run, 117.4 km/h good length outside off stump."
40.2,1,"H Ali to V Kohli, one run, 138.1 km/h full toss on leg stump."
40.1,1,"H Ali to H Pandya, one run, 137.8 km/h full length just outside off stump."
39.6,2,"S Khan to V Kohli, two runs, 86.7 km/h short length just outside off stump."
39.5,1,"S Khan to H Pandya, one run."
39.4,•,"S Khan to H Pandya, no run, 84.8 km/h good length outside off stump."
39.3,1,"S Khan to V Kohli, one run, 81.9 km/h good length outside off stump."
39.2,2,"S Khan to V Kohli, two runs, 82.1 km/h good length outside off stump."
39.1,4,"S Khan to V Kohli, FOUR, 86.6 km/h short length just outside off stump."
38.6,•,"H Ali to H Pandya, no run, 138.2 km/h short length outside off stump."
38.5,2,"H Ali to H Pandya, two runs, 134.4 km/h short length going down leg."
38.4,2,"H Ali to H Pandya, two runs, 136.0 km/h short length outside off stump."
38.3,•,"H Ali to H Pandya, no run, 135.6 km/h good length on middle stump."
38.2,W,"H Ali to R Sharma, WICKET!!! R Sharma is out c Wahab Riaz b Hassan Ali, 120.0 km/h short length outside off stump."
38.1,4,"H Ali to R Sharma, FOUR, 133.6 km/h short length on off stump."
37.6,1,"W Riaz to R Sharma, one run, 139.2 km/h full length on middle stump."
37.5,2,"W Riaz to R Sharma, two runs, 141.6 km/h short length just outside off stump."
37.4,1Lb,"W Riaz to V Kohli, 1 leg bye."
37.3,1,"W Riaz to R Sharma, one run, 137.0 km/h short length going down leg."
37.2,4,"W Riaz to R Sharma, FOUR, 136.1 km/h short length going down leg."
37.1,1,"W Riaz to V Kohli, one run, 140.8 km/h good length just outside off stump."
36.6,1,"I Wasim to V Kohli, one run, 86.5 km/h good length on off stump."
36.5,1,"I Wasim to R Sharma, one run, 87.7 km/h good length on middle stump."
36.4,1,"I Wasim to V Kohli, one run, 89.7 km/h good length just outside off stump."
36.3,1,"I Wasim to R Sharma, one run, 86.4 km/h short length outside off stump."
36.2,1,"I Wasim to V Kohli, one run, 89.0 km/h full length going down leg."
36.1,•,"I Wasim to V Kohli, no run, 87.5 km/h good length just outside off stump."
35.6,1,"W Riaz to V Kohli, one run, 135.1 km/h short length on leg stump."
35.5,1,"W Riaz to R Sharma, one run, 143.3 km/h short length just outside off stump."
35.4,2,"W Riaz to R Sharma, two runs, 136.4 km/h short length on leg stump."
35.3,4,"W Riaz to R Sharma, FOUR, 122.0 km/h short length outside off stump."
35.2,•,"W Riaz to R Sharma, no run, 138.2 km/h good length just outside off stump."
35.1,1,"W Riaz to V Kohli, one run, 139.7 km/h short length on leg stump."
34.6,•,"I Wasim to R Sharma, no run, 87.3 km/h good length on leg stump."
34.5,4,"I Wasim to R Sharma, FOUR, 91.4 km/h good length just outside off stump."
34.4,•,"I Wasim to R Sharma, no run, 86.5 km/h good length on off stump."
34.3,2,"I Wasim to R Sharma, two runs, 98.7 km/h good length on leg stump."
34.2,1,"I Wasim to V Kohli, one run, 88.7 km/h full length just outside off stump."
34.1,•,"I Wasim to V Kohli, no run, 86.7 km/h good length just outside off stump."
33.6,2,"S Khan to R Sharma, two runs, 89.8 km/h short length just outside off stump."
33.5,4,"S Khan to R Sharma, FOUR, 90.3 km/h good length just outside off stump."
33.4,•,"S Khan to R Sharma, no run, 87.4 km/h good length outside off stump."
33.3,1,"S Khan to V Kohli, one run, 92.2 km/h good length just outside off stump."
33.2,1,"S Khan to R Sharma, one run, 89.0 km/h short length outside off stump."
