Ball,Runs,Commentary
49.6,W,"M Stoinis to M Mortaza, WICKET!!! M Mortaza is out c Glenn Maxwell b Marcus Stoinis, 107.3 km/h short length on leg stump."
49.5,1,"M Stoinis to M Rahim, one run, 124.0 km/h full toss just outside off stump."
49.4,1,"M Stoinis to M Mortaza, one run, 124.6 km/h full length on off stump."
49.3,4,"M Stoinis to M Mortaza, FOUR, 100.8 km/h good length outside off stump."
49.2,•,"M Stoinis to M Mortaza, no run, 104.7 km/h short length on middle stump."
49.1,1,"M Stoinis to M Rahim, one run, 104.2 km/h short length just outside off stump."
48.6,1,"M Starc to M Rahim, one run, 147.7 km/h full length on middle stump."
48.5,•,"M Starc to M Rahim, no run, 143.3 km/h good length on leg stump."
48.4,1,"M Starc to M Mortaza, one run, 146.7 km/h full length going down leg."
48.3,1,"M Starc to M Rahim, one run, 147.0 km/h full length going down leg."
48.2,W,"M Starc to M Hasan, WICKET!!! M Hasan is out c David Warner b Mitchell Starc, 145.0 km/h full length going down leg."
48.1,1,"M Starc to M Rahim, one run, 144.7 km/h full toss on off stump."
47.6,1,"M Stoinis to M Rahim, one run, 125.8 km/h full toss on leg stump."
47.5,•,"M Stoinis to M Rahim, no run, 113.9 km/h short length just outside off stump."
47.4,4,"M Stoinis to M Rahim, FOUR, 125.7 km/h full toss outside off stump."
47.3,2,"M Stoinis to M Rahim, two runs, 119.1 km/h full length on middle stump."
47.2,4,"M Stoinis to M Rahim, FOUR, 121.0 km/h full length on off stump."
47.1,1,"M Stoinis to M Hasan, one run, 103.3 km/h short length outside off stump."
46.6,1,"M Starc to M Hasan, one run, 140.1 km/h good length on middle stump."
46.5,•,"M Starc to M Hasan, no run, 144.6 km/h full toss going down leg."
46.4,2,"M Starc to M Hasan, two runs, 141.4 km/h short length on off stump."
46.3,1,"M Starc to M Rahim, one run, 145.5 km/h full toss just outside off stump."
46.2,1,"M Starc to M Hasan, one run, 143.5 km/h full toss just outside off stump."
46.1,1,"M Starc to M Rahim, one run, 138.5 km/h full length going down leg."
45.6,1,"N Coulter-Nile to M Rahim, one run, 118.4 km/h short length on off stump."
45.5,1,"N Coulter-Nile to M Hasan, one run, 134.2 km/h good length on off stump."
