Ball,Runs,Commentary
46.6,•,"M Wood to R Khan, no run."
46.5,•,"M Wood to R Khan, no run, 142.5 km/h short length going down leg."
46.4,•,"M Wood to R Khan, no run, 128.4 km/h full length outside off stump."
46.3,1,"M Wood to I Ali Khil, one run, 140.4 km/h short length on leg stump."
46.2,W,"M Wood to N Zadran, WICKET!!! N Zadran is out b Mark Wood, 125.9 km/h good length on leg stump."
46.1,•,"M Wood to N Zadran, no run, 141.9 km/h short length on middle stump."
45.6,•,"J Archer to R Khan, no run, 142.9 km/h full length on middle stump."
45.5,W,"J Archer to H Shahidi, WICKET!!! H Shahidi is out b Jofra Archer, 120.7 km/h full length on middle stump."
45.4,4,"J Archer to H Shahidi, FOUR, 142.9 km/h full length going down leg."
45.3,1,"J Archer to N Zadran, one run, 124.2 km/h good length on leg stump."
45.2,1,"J Archer to H Shahidi, one run, 117.9 km/h full length going down leg."
45.1,1,"J Archer to N Zadran, one run, 116.6 km/h full length on leg stump."
44.6,•,"M Wood to H Shahidi, no run, 142.7 km/h short length going down leg."
44.5,1,"M Wood to N Zadran, one run, 140.3 km/h short length just outside off stump."
44.4,1,"M Wood to H Shahidi, one run, 123.6 km/h good length outside off stump."
44.3,1,"M Wood to N Zadran, one run, 143.1 km/h full length on middle stump."
44.2,1,"M Wood to H Shahidi, one run, 142.6 km/h good length on middle stump."
44.1,1,"M Wood to N Zadran, one run, 122.4 km/h full length on leg stump."
43.6,1,"C Woakes to N Zadran, one run, 136.8 km/h full toss outside off stump."
43.5,1,"C Woakes to H Shahidi, one run, 135.2 km/h good length on middle stump."
43.4,1,"C Woakes to N Zadran, one run, 109.0 km/h short length outside off stump."
43.3,6,"C Woakes to N Zadran, SIX, 119.9 km/h short length outside off stump."
43.2,•,"C Woakes to N Zadran, no run, 118.0 km/h short length just outside off stump."
43.1,1,"C Woakes to H Shahidi, one run, 119.7 km/h short length going down leg."
42.6,•,"A Rashid to N Zadran, no run, 79.6 km/h good length outside off stump."
42.5,2,"A Rashid to N Zadran, two runs, 79.7 km/h good length just outside off stump."
42.4,W,"A Rashid to M Nabi, WICKET!!! M Nabi is out c Ben Stokes b Adil Rashid, 73.4 km/h good length outside off stump."
42.3,•,"A Rashid to M Nabi, no run, 78.3 km/h good length outside off stump."
42.2,1,"A Rashid to H Shahidi, one run, 83.1 km/h full length outside off stump."
42.1,1,"A Rashid to M Nabi, one run, 77.7 km/h good length going down leg."
41.6,1,"C Woakes to M Nabi, one run, 133.3 km/h short length just outside off stump."
41.5,1,"C Woakes to H Shahidi, one run, 116.8 km/h short length just outside off stump."
41.4,•,"C Woakes to H Shahidi, no run, 135.6 km/h good length on off stump."
41.3,1,"C Woakes to M Nabi, one run, 117.5 km/h short length on middle stump."
41.2,•,"C Woakes to M Nabi, no run, 130.8 km/h short length on leg stump."
41.1,1,"C Woakes to H Shahidi, one run, 117.6 km/h good length just outside off stump."
40.6,6,"A Rashid to M Nabi, SIX, 80.7 km/h good length outside off stump."
40.5,W,"A Rashid to A Afghan, WICKET!!! A Afghan is out c Joe Root b Adil Rashid, 79.4 km/h good length outside off stump."
40.4,1,"A Rashid to H Shahidi, one run, 77.7 km/h good length just outside off stump."
40.3,•,"A Rashid to H Shahidi, no run, 75.7 km/h good length going down leg."
40.2,•,"A Rashid to H Shahidi, no run, 82.2 km/h good length going down leg."
40.1,1,"A Rashid to A Afghan, one run, 77.3 km/h full length on off stump."
39.6,•,"C Woakes to H Shahidi, no run, 137.7 km/h full length outside off stump."
39.5,1,"C Woakes to A Afghan, one run, 129.1 km/h short length going down leg."
39.4,1,"C Woakes to H Shahidi, one run, 137.5 km/h full toss going down leg."
39.3,•,"C Woakes to H Shahidi, no run, 118.8 km/h good length just outside off stump."
39.2,•,"C Woakes to H Shahidi, no run, 123.1 km/h short length on leg stump."
39.1,•,"C Woakes to H Shahidi, no run, 131.5 km/h good length just outside off stump."
38.6,1,"A Rashid to H Shahidi, one run, 76.9 km/h full length going down leg."
38.5,2,"A Rashid to H Shahidi, two runs, 79.6 km/h good length going down leg."
38.4,2,"A Rashid to H Shahidi, two runs, 79.7 km/h full length on off stump."
38.3,•,"A Rashid to H Shahidi, no run, 76.3 km/h full length just outside off stump."
38.2,1,"A Rashid to A Afghan, one run, 79.8 km/h good length going down leg."
38.1,•,"A Rashid to A Afghan, no run, 81.6 km/h good length going down leg."
37.6,•,"C Woakes to H Shahidi, no run, 115.6 km/h full length just outside off stump."
37.5,•,"C Woakes to H Shahidi, no run, 130.6 km/h good length on off stump."
37.4,1,"C Woakes to A Afghan, one run, 133.8 km/h short length on middle stump."
37.3,1,"C Woakes to H Shahidi, one run, 130.8 km/h full length just outside off stump."
37.2,1,"C Woakes to A Afghan, one run, 119.7 km/h short length on middle stump."
37.1,•,"C Woakes to A Afghan, no run, 131.2 km/h good length outside off stump."
36.6,•,"A Rashid to H Shahidi, no run, 78.9 km/h good length on middle stump."
36.5,1,"A Rashid to A Afghan, one run, 81.6 km/h short length going down leg."
36.4,•,"A Rashid to A Afghan, no run, 81.7 km/h good length just outside off stump."
36.3,•,"A Rashid to A Afghan, no run, 75.3 km/h good length outside off stump."
36.2,4,"A Rashid to A Afghan, FOUR, 79.2 km/h good length on leg stump."
36.1,•,"A Rashid to A Afghan, no run, 82.8 km/h good length just outside off stump."
35.6,•,"J Archer to H Shahidi, no run, 142.3 km/h short length just outside off stump."
35.5,4,"J Archer to H Shahidi, FOUR, 138.5 km/h short length going down leg."
35.4,•,"J Archer to H Shahidi, no run, 141.6 km/h short length just outside off stump."
35.4,1Wd,"J Archer to H Shahidi, wide delivery."
35.3,•,"J Archer to H Shahidi, no run, 143.2 km/h good length just outside off stump."
35.2,1,"J Archer to A Afghan, one run, 141.7 km/h good length on middle stump."
35.1,2,"J Archer to A Afghan, two runs, 145.5 km/h short length just outside off stump."
34.6,4,"A Rashid to H Shahidi, FOUR, 77.6 km/h good length just outside off stump."
34.5,1,"A Rashid to A Afghan, one run, 77.5 km/h good length outside off stump."
34.4,1,"A Rashid to H Shahidi, one run, 78.5 km/h good length just outside off stump."
34.4,3Wd,"A Rashid to H Shahidi, wide delivery."
34.3,2,"A Rashid to H Shahidi, two runs, 84.7 km/h short length outside off stump."
34.2,1,"A Rashid to A Afghan, one run, 80.9 km/h short length going down leg."
34.1,•,"A Rashid to A Afghan, no run, 81.9 km/h good length outside off stump."
33.6,1,"J Archer to A Afghan, one run, 139.4 km/h short length just outside off stump."
33.5,•,"J Archer to A Afghan, no run, 145.7 km/h short length outside off stump."
33.4,•,"J Archer to A Afghan, no run, 141.3 km/h short length just outside off stump."
33.3,4,"J Archer to A Afghan, FOUR, 138.7 km/h short length outside off stump."
33.2,•,"J Archer to A Afghan, no run, 133.3 km/h short length on off stump."
33.1,2,"J Archer to A Afghan, two runs, 136.1 km/h short length outside off stump."
32.6,6,"A Rashid to H Shahidi, SIX, 78.3 km/h good length outside off stump."
32.5,•,"A Rashid to H Shahidi, no run, 80.4 km/h good length just outside off stump."
32.4,1,"A Rashid to A Afghan, one run, 80.0 km/h good length outside off stump."
32.3,6,"A Rashid to A Afghan, SIX, 78.8 km/h good length just outside off stump."
32.2,•,"A Rashid to A Afghan, no run, 79.0 km/h good length just outside off stump."
32.1,•,"A Rashid to A Afghan, no run, 77.6 km/h good length outside off stump."
31.6,•,"M Wood to H Shahidi, no run, 140.3 km/h short length just outside off stump."
31.5,6,"M Wood to H Shahidi, SIX, 143.0 km/h short length outside off stump."
31.4,2,"M Wood to H Shahidi, two runs, 147.8 km/h full length on off stump."
31.3,1,"M Wood to A Afghan, one run, 145.3 km/h full length on off stump."
31.2,1,"M Wood to H Shahidi, one run, 141.4 km/h short length outside off stump."
31.1,4,"M Wood to H Shahidi, FOUR, 146.5 km/h short length on leg stump."
30.6,•,"A Rashid to A Afghan, no run, 83.4 km/h good length on middle stump."
30.5,•,"A Rashid to A Afghan, no run, 76.1 km/h good length on middle stump."
30.4,•,"A Rashid to A Afghan, no run, 77.7 km/h good length just outside off stump."
30.3,1,"A Rashid to H Shahidi, one run, 73.8 km/h good length going down leg."
30.2,•,"A Rashid to H Shahidi, no run, 76.9 km/h good length just outside off stump."
30.1,•,"A Rashid to H Shahidi, no run, 76.5 km/h full length on middle stump."
29.6,1,"M Wood to H Shahidi, one run, 142.7 km/h short length on middle stump."
29.5,•,"M Wood to H Shahidi, no run, 141.3 km/h short length just outside off stump."
29.4,1,"M Wood to A Afghan, one run, 138.9 km/h short length outside off stump."
29.3,•,"M Wood to A Afghan, no run, 133.6 km/h short length on off stump."
29.2,1,"M Wood to H Shahidi, one run, 144.3 km/h good length just outside off stump."
29.1,•,"M Wood to H Shahidi, no run, 143.2 km/h short length on off stump."
28.6,4,"A Rashid to A Afghan, FOUR, 79.1 km/h short length going down leg."
28.5,1,"A Rashid to H Shahidi, one run, 80.3 km/h good length just outside off stump."
28.4,1,"A Rashid to A Afghan, one run, 76.7 km/h full length outside off stump."
28.3,6,"A Rashid to A Afghan, SIX, 81.1 km/h good length just outside off stump."
28.2,•,"A Rashid to A Afghan, no run, 80.5 km/h full length just outside off stump."
28.1,•,"A Rashid to A Afghan, no run, 77.2 km/h good length outside off stump."
27.6,•,"M Wood to H Shahidi, no run, 140.4 km/h short length just outside off stump."
27.5,•,"M Wood to H Shahidi, no run, 144.6 km/h short length outside off stump."
27.4,•,"M Wood to H Shahidi, no run, 146.1 km/h full length just outside off stump."
27.3,1,"M Wood to A Afghan, one run, 139.6 km/h short length just outside off stump."
27.2,•,"M Wood to A Afghan, no run, 141.2 km/h short length on off stump."
27.1,1,"M Wood to H Shahidi, one run, 140.7 km/h short length just outside off stump."
26.6,•,"A Rashid to A Afghan, no run, 79.2 km/h good length outside off stump."
26.5,•,"A Rashid to A Afghan, no run, 78.9 km/h good length on middle stump."
26.4,•,"A Rashid to A Afghan, no run, 80.9 km/h good length outside off stump."
26.3,1,"A Rashid to H Shahidi, one run, 78.3 km/h good length on off stump."
26.2,1,"A Rashid to A Afghan, one run, 76.3 km/h good length just outside off stump."
26.1,1,"A Rashid to H Shahidi, one run, 87.3 km/h short length outside off stump."
25.6,•,"M Wood to A Afghan, no run, 141.5 km/h short length just outside off stump."
25.5,•,"M Wood to A Afghan, no run, 144.6 km/h good length on middle stump."
25.4,1,"M Wood to H Shahidi, one run, 143.9 km/h good length outside off stump."
25.3,•,"M Wood to H Shahidi, no run, 138.9 km/h short length on off stump."
25.2,•,"M Wood to H Shahidi, no run, 141.8 km/h short length just outside off stump."
25.1,•,"M Wood to H Shahidi, no run, 139.4 km/h full length just outside off stump."
24.6,•,"A Rashid to A Afghan, no run, 84.5 km/h short length going down leg."
24.5,W,"A Rashid to R Shah, WICKET!!! R Shah is out c Jonny Bairstow b Adil Rashid, 74.4 km/h full toss just outside off stump."
24.4,•,"A Rashid to R Shah, no run, 82.4 km/h good length on off stump."
24.3,1,"A Rashid to H Shahidi, one run, 80.5 km/h good length just outside off stump."
24.2,•,"A Rashid to H Shahidi, no run, 76.2 km/h full length on middle stump."
24.1,1,"A Rashid to R Shah, one run, 82.7 km/h good length on middle stump."
23.6,1,"B Stokes to R Shah, one run, 144.0 km/h good length just outside off stump."
23.5,•,"B Stokes to R Shah, no run, 134.9 km/h short length on off stump."
23.4,•,"B Stokes to R Shah, no run, 135.9 km/h short length just outside off stump."
23.3,•,"B Stokes to R Shah, no run, 138.1 km/h good length just outside off stump."
23.2,1,"B Stokes to H Shahidi, one run, 139.7 km/h good length just outside off stump."
23.1,•,"B Stokes to H Shahidi, no run, 137.4 km/h good length just outside off stump."
22.6,•,"M Ali to R Shah, no run, 85.3 km/h good length just outside off stump."
22.5,2,"M Ali to R Shah, two runs, 86.1 km/h good length on middle stump."
22.4,•,"M Ali to R Shah, no run, 90.9 km/h full length on off stump."
22.3,•,"M Ali to R Shah, no run, 90.6 km/h good length just outside off stump."
22.2,•,"M Ali to R Shah, no run, 89.6 km/h good length outside off stump."
22.1,•,"M Ali to R Shah, no run, 84.4 km/h good length just outside off stump."
21.6,1,"B Stokes to R Shah, one run, 141.5 km/h short length on leg stump."
21.5,1,"B Stokes to H Shahidi, one run, 143.3 km/h full length on middle stump."
21.4,1,"B Stokes to R Shah, one run, 137.2 km/h good length outside off stump."
21.3,1,"B Stokes to H Shahidi, one run, 135.9 km/h good length outside off stump."
21.2,•,"B Stokes to H Shahidi, no run, 138.8 km/h short length just outside off stump."
21.1,•,"B Stokes to H Shahidi, no run, 135.2 km/h short length just outside off stump."
20.6,1,"M Ali to H Shahidi, one run, 92.4 km/h full length just outside off stump."
20.5,•,"M Ali to H Shahidi, no run, 85.9 km/h good length outside off stump."
20.4,1,"M Ali to R Shah, one run, 88.0 km/h good length outside off stump."
20.3,4,"M Ali to R Shah, FOUR, 97.6 km/h short length going down leg."
20.2,1,"M Ali to H Shahidi, one run, 86.6 km/h good length on middle stump."
20.1,1,"M Ali to R Shah, one run, 87.8 km/h good length going down leg."
19.6,1,"B Stokes to R Shah, one run, 136.7 km/h short length just outside off stump."
19.5,•,"B Stokes to R Shah, no run, 138.7 km/h good length just outside off stump."
19.4,1,"B Stokes to H Shahidi, one run, 140.7 km/h full length on middle stump."
19.3,•,"B Stokes to H Shahidi, no run, 136.9 km/h short length outside off stump."
19.2,•,"B Stokes to H Shahidi, no run, 139.9 km/h short length just outside off stump."
19.1,1,"B Stokes to R Shah, one run, 139.9 km/h good length just outside off stump."
18.6,•,"M Ali to H Shahidi, no run, 89.0 km/h good length on leg stump."
18.5,•,"M Ali to H Shahidi, no run, 88.1 km/h good length on leg stump."
18.4,1,"M Ali to R Shah, one run, 87.4 km/h good length on middle stump."
18.3,•,"M Ali to R Shah, no run, 88.0 km/h good length on middle stump."
18.2,4,"M Ali to R Shah, FOUR, 87.7 km/h good length outside off stump."
18.1,•,"M Ali to R Shah, no run, 84.9 km/h good length on leg stump."
17.6,•,"B Stokes to H Shahidi, no run, 134.9 km/h short length outside off stump."
17.5,•,"B Stokes to H Shahidi, no run, 136.9 km/h short length outside off stump."
17.4,2,"B Stokes to H Shahidi, two runs, 135.3 km/h good length outside off stump."
17.3,1,"B Stokes to R Shah, one run, 140.5 km/h short length just outside off stump."
17.2,•,"B Stokes to R Shah, no run, 133.9 km/h short length on middle stump."
17.1,•,"B Stokes to R Shah, no run, 135.3 km/h short length on leg stump."
16.6,•,"M Ali to H Shahidi, no run, 87.8 km/h good length on middle stump."
16.5,1,"M Ali to R Shah, one run, 87.1 km/h full length just outside off stump."
16.4,6,"M Ali to R Shah, SIX, 87.8 km/h good length just outside off stump."
16.3,1,"M Ali to H Shahidi, one run, 86.6 km/h good length on leg stump."
16.2,•,"M Ali to H Shahidi, no run, 86.5 km/h good length on middle stump."
16.1,1,"M Ali to R Shah, one run, 88.2 km/h good length outside off stump."
15.6,•,"M Wood to H Shahidi, no run, 145.6 km/h short length just outside off stump."
15.5,•,"M Wood to H Shahidi, no run, 142.8 km/h short length just outside off stump."
15.4,•,"M Wood to H Shahidi, no run, 144.5 km/h good length outside off stump."
15.3,•,"M Wood to H Shahidi, no run, 145.2 km/h good length just outside off stump."
15.2,•,"M Wood to H Shahidi, no run, 147.4 km/h short length just outside off stump."
15.1,•,"M Wood to H Shahidi, no run, 145.6 km/h short length on leg stump."
14.6,1,"M Ali to H Shahidi, one run, 86.8 km/h good length just outside off stump."
14.5,1,"M Ali to R Shah, one run, 88.3 km/h good length outside off stump."
14.4,•,"M Ali to R Shah, no run, 89.0 km/h good length just outside off stump."
14.3,•,"M Ali to R Shah, no run, 95.0 km/h full length going down leg."
14.2,1,"M Ali to H Shahidi, one run, 88.9 km/h good length going down leg."
14.1,1,"M Ali to R Shah, one run, 87.3 km/h good length just outside off stump."
13.6,•,"M Wood to H Shahidi, no run, 144.0 km/h short length outside off stump."
13.5,•,"M Wood to H Shahidi, no run, 146.6 km/h full length just outside off stump."
13.4,•,"M Wood to H Shahidi, no run, 145.5 km/h short length outside off stump."
13.4,1Wd,"M Wood to H Shahidi, wide delivery."
13.3,4,"M Wood to H Shahidi, FOUR, 145.8 km/h full length outside off stump."
13.2,•,"M Wood to H Shahidi, no run, 141.9 km/h short length outside off stump."
13.1,•,"M Wood to H Shahidi, no run, 144.1 km/h good length just outside off stump."
12.6,1,"M Ali to H Shahidi, one run, 85.7 km/h good length on off stump."
12.5,•,"M Ali to H Shahidi, no run, 85.3 km/h good length on leg stump."
12.4,1,"M Ali to R Shah, one run, 88.9 km/h good length on leg stump."
12.3,1,"M Ali to H Shahidi, one run, 87.6 km/h good length going down leg."
12.2,•,"M Ali to H Shahidi, no run, 87.3 km/h good length on off stump."
12.1,1,"M Ali to R Shah, one run, 92.2 km/h short length just outside off stump."
11.6,1,"M Wood to R Shah, one run, 145.4 km/h good length on leg stump."
11.5,W,"M Wood to G Naib, WICKET!!! G Naib is out c Jos Buttler b Mark Wood, 146.8 km/h short length on middle stump."
11.4,1,"M Wood to R Shah, one run, 142.1 km/h short length on middle stump."
11.3,•,"M Wood to R Shah, no run, 137.9 km/h good length just outside off stump."
11.2,•,"M Wood to R Shah, no run, 140.6 km/h good length just outside off stump."
11.1,•,"M Wood to R Shah, no run, 141.5 km/h full length on middle stump."
10.6,1,"M Ali to R Shah, one run, 88.6 km/h short length on middle stump."
10.5,1,"M Ali to G Naib, one run, 87.2 km/h good length on middle stump."
10.4,•,"M Ali to G Naib, no run, 87.1 km/h good length on middle stump."
10.3,•,"M Ali to G Naib, no run, 84.6 km/h good length on leg stump."
10.2,1,"M Ali to R Shah, one run, 89.9 km/h good length outside off stump."
10.1,•,"M Ali to R Shah, no run, 88.6 km/h short length going down leg."
9.6,3,"J Archer to R Shah, three runs, 140.1 km/h short length on off stump."
9.5,•,"J Archer to R Shah, no run, 138.9 km/h short length on middle stump."
9.4,•,"J Archer to R Shah, no run, 140.2 km/h good length outside off stump."
9.3,•,"J Archer to R Shah, no run."
9.2,1,"J Archer to G Naib, one run, 143.5 km/h full length outside off stump."
9.1,•,"J Archer to G Naib, no run, 145.2 km/h good length on off stump."
8.6,1,"C Woakes to G Naib, one run, 135.3 km/h good length just outside off stump."
8.5,•,"C Woakes to G Naib, no run, 136.6 km/h good length on off stump."
8.4,4,"C Woakes to G Naib, FOUR, 132.5 km/h short length outside off stump."
8.3,•,"C Woakes to G Naib, no run, 132.8 km/h short length just outside off stump."
8.2,4,"C Woakes to G Naib, FOUR, 110.4 km/h short length going down leg."
8.1,•,"C Woakes to G Naib, no run, 111.5 km/h short length on off stump."
7.6,•,"J Archer to R Shah, no run, 143.3 km/h full length just outside off stump."
7.5,•,"J Archer to R Shah, no run, 142.1 km/h good length on middle stump."
7.4,•,"J Archer to R Shah, no run, 140.4 km/h full length on off stump."
7.3,•,"J Archer to R Shah, no run."
7.2,•,"J Archer to R Shah, no run, 142.2 km/h good length outside off stump."
7.1,1,"J Archer to G Naib, one run, 119.0 km/h good length going down leg."
6.6,1,"C Woakes to G Naib, one run, 116.8 km/h good length outside off stump."
6.5,1,"C Woakes to R Shah, one run, 131.7 km/h short length just outside off stump."
6.4,•,"C Woakes to R Shah, no run, 136.5 km/h full length just outside off stump."
6.3,•,"C Woakes to R Shah, no run, 132.3 km/h short length just outside off stump."
6.2,1,"C Woakes to G Naib, one run, 135.7 km/h short length just outside off stump."
6.2,1Wd,"C Woakes to G Naib, wide delivery."
6.1,2,"C Woakes to G Naib, two runs, 119.2 km/h full length on middle stump."
5.6,•,"J Archer to R Shah, no run, 143.0 km/h short length just outside off stump."
5.5,•,"J Archer to R Shah, no run, 140.0 km/h short length just outside off stump."
5.4,1,"J Archer to G Naib, one run, 139.1 km/h short length going down leg."
5.3,4,"J Archer to G Naib, FOUR, 147.1 km/h full length just outside off stump."
5.2,6,"J Archer to G Naib, SIX, 143.3 km/h good length just outside off stump."
5.1,4,"J Archer to G Naib, FOUR, 138.2 km/h short length on off stump."
4.12,•,"C Woakes to R Shah, no run."
4.11,•,"C Woakes to R Shah, no run."
4.10,•,"C Woakes to R Shah, no run."
4.9,•,"C Woakes to R Shah, no run."
4.8,•,"C Woakes to R Shah, no run."
4.7,4,"C Woakes to R Shah, FOUR."
3.6,•,"J Archer to G Naib, no run, 138.2 km/h short length just outside off stump."
3.5,•,"J Archer to G Naib, no run, 140.5 km/h good length on off stump."
3.4,2,"J Archer to G Naib, two runs, 142.1 km/h short length going down leg."
3.3,1,"J Archer to R Shah, one run, 142.8 km/h good length just outside off stump."
3.2,•,"J Archer to R Shah, no run, 141.5 km/h short length just outside off stump."
3.1,•,"J Archer to R Shah, no run, 140.3 km/h short length just outside off stump."
2.6,•,"C Woakes to G Naib, no run, 140.2 km/h good length outside off stump."
2.5,•,"C Woakes to G Naib, no run, 134.4 km/h good length just outside off stump."
2.4,•,"C Woakes to G Naib, no run, 135.3 km/h short length just outside off stump."
2.3,1,"C Woakes to R Shah, one run, 129.3 km/h short length just outside off stump."
2.2,•,"C Woakes to R Shah, no run, 137.3 km/h good length on off stump."
2.1,1,"C Woakes to G Naib, one run, 135.2 km/h short length just outside off stump."
1.6,•,"J Archer to R Shah, no run, 142.5 km/h good length outside off stump."
1.5,•,"J Archer to R Shah, no run, 141.5 km/h short length just outside off stump."
1.4,•,"J Archer to R Shah, no run, 145.1 km/h full toss just outside off stump."
1.3,•,"J Archer to R Shah, no run, 141.0 km/h good length just outside off stump."
1.2,W,"J Archer to N Zadran, WICKET!!! N Zadran is out b Jofra Archer, 145.2 km/h good length outside off stump."
1.1,3,"J Archer to G Naib, three runs, 143.8 km/h full length just outside off stump."
0.6,•,"C Woakes to N Zadran, no run, 134.3 km/h short length going down leg."
0.5,•,"C Woakes to N Zadran, no run, 135.4 km/h good length on off stump."
0.4,•,"C Woakes to N Zadran, no run, 134.2 km/h full length on off stump."
0.3,•,"C Woakes to N Zadran, no run, 134.7 km/h good length on middle stump."
0.3,1Wd,"C Woakes to N Zadran, wide delivery."
0.2,•,"C Woakes to N Zadran, no run, 135.5 km/h good length on middle stump."
0.1,•,"C Woakes to N Zadran, no run, 132.4 km/h short length outside off stump."
49.6,1,"D Zadran to M Ali, one run, 139.8 km/h full length just outside off stump."
49.5,6,"D Zadran to M Ali, SIX, 133.6 km/h full length going down leg."
49.4,6,"D Zadran to M Ali, SIX, 111.8 km/h short length on off stump."
49.4,1Wd,"D Zadran to M Ali, wide delivery."
49.3,4,"D Zadran to M Ali, FOUR."
49.2,1,"D Zadran to C Woakes, one run, 124.0 km/h short length going down leg."
49.1,W,"D Zadran to B Stokes, WICKET!!! B Stokes is out b Dawlat Zadran, 135.3 km/h full toss on leg stump."
48.6,6,"R Khan to M Ali, SIX, 85.3 km/h good length outside off stump."
48.5,1,"R Khan to B Stokes, one run, 91.1 km/h short length on leg stump."
48.4,•,"R Khan to B Stokes, no run, 88.4 km/h good length outside off stump."
48.3,•,"R Khan to B Stokes, no run, 87.5 km/h good length outside off stump."
48.2,1,"R Khan to M Ali, one run, 97.1 km/h short length just outside off stump."
48.1,6,"R Khan to M Ali, SIX, 81.8 km/h full length just outside off stump."
47.6,1,"D Zadran to M Ali, one run, 119.6 km/h short length just outside off stump."
47.6,1Wd,"D Zadran to M Ali, wide delivery."
47.5,•,"D Zadran to M Ali, no run, 121.7 km/h short length outside off stump."
47.4,W,"D Zadran to J Buttler, WICKET!!! J Buttler is out c Mohammad Nabi b Dawlat Zadran, 115.6 km/h short length just outside off stump."
47.3,2,"D Zadran to J Buttler, two runs, 137.7 km/h full length on off stump."
47.2,1,"D Zadran to B Stokes, one run, 121.9 km/h short length on middle stump."
47.1,•,"D Zadran to B Stokes, no run, 110.8 km/h short length outside off stump."
46.6,W,"G Naib to E Morgan, WICKET!!! E Morgan is out c Rahmat Shah b Gulbadin Naib, 99.5 km/h short length outside off stump."
46.5,6,"G Naib to E Morgan, SIX, 125.4 km/h full length just outside off stump."
46.4,W,"G Naib to J Root, WICKET!!! J Root is out c Rahmat Shah b Gulbadin Naib, 98.0 km/h full length just outside off stump."
46.3,1,"G Naib to E Morgan, one run, 122.7 km/h full length on leg stump."
46.2,6,"G Naib to E Morgan, SIX, 98.7 km/h short length outside off stump."
46.1,6,"G Naib to E Morgan, SIX, 121.6 km/h full length just outside off stump."
45.6,•,"D Zadran to J Root, no run, 137.1 km/h short length on middle stump."
45.5,1,"D Zadran to E Morgan, one run, 115.1 km/h full length outside off stump."
45.4,4,"D Zadran to E Morgan, FOUR, 123.6 km/h short length outside off stump."
45.3,6,"D Zadran to E Morgan, SIX, 136.6 km/h full length outside off stump."
45.2,1,"D Zadran to J Root, one run, 128.2 km/h short length on middle stump."
45.1,4,"D Zadran to J Root, FOUR, 132.6 km/h full toss outside off stump."
45.1,1Wd,"D Zadran to J Root, wide delivery."
44.6,6,"R Khan to E Morgan, SIX, 83.9 km/h good length outside off stump."
44.5,2,"R Khan to E Morgan, two runs, 92.9 km/h good length outside off stump."
44.4,6,"R Khan to E Morgan, SIX, 87.2 km/h good length just outside off stump."
44.3,•,"R Khan to E Morgan, no run, 91.6 km/h good length outside off stump."
44.2,1,"R Khan to J Root, one run, 91.2 km/h full toss outside off stump."
44.1,6,"R Khan to J Root, SIX, 86.7 km/h good length going down leg."
43.6,2,"G Naib to E Morgan, two runs, 124.2 km/h full length just outside off stump."
43.5,1,"G Naib to J Root, one run, 125.9 km/h full toss on leg stump."
43.4,•,"G Naib to J Root, no run, 92.6 km/h short length just outside off stump."
43.3,1,"G Naib to E Morgan, one run, 125.6 km/h full toss on off stump."
43.2,1,"G Naib to J Root, one run, 122.0 km/h full toss outside off stump."
43.1,4,"G Naib to J Root, FOUR, 119.1 km/h short length going down leg."
42.6,6,"R Khan to E Morgan, SIX, 87.3 km/h good length just outside off stump."
42.5,•,"R Khan to E Morgan, no run, 92.2 km/h short length outside off stump."
