Ball,Runs,Commentary
33.4,•,"T Shamsi to MS Dhoni, no run, 85.6 km/h good length on middle stump."
33.4,1Wd,"T Shamsi to MS Dhoni, wide delivery."
33.3,•,"T Shamsi to MS Dhoni, no run."
33.2,•,"T Shamsi to MS Dhoni, no run, 86.1 km/h good length on middle stump."
33.1,•,"T Shamsi to MS Dhoni, no run, 84.8 km/h good length just outside off stump."
32.6,•,"I Tahir to R Sharma, no run, 81.3 km/h good length on off stump."
32.5,•,"I Tahir to R Sharma, no run, 81.1 km/h good length on middle stump."
32.4,2,"I Tahir to R Sharma, two runs, 85.3 km/h good length outside off stump."
32.3,•,"I Tahir to R Sharma, no run, 91.9 km/h short length just outside off stump."
32.2,1,"I Tahir to MS Dhoni, one run, 80.0 km/h full length on middle stump."
32.1,1,"I Tahir to R Sharma, one run, 86.6 km/h short length on off stump."
31.6,•,"K Rabada to MS Dhoni, no run, 136.4 km/h good length just outside off stump."
31.5,•,"K Rabada to MS Dhoni, no run, 140.5 km/h full length on off stump."
31.4,•,"K Rabada to MS Dhoni, no run, 137.0 km/h full length on off stump."
31.3,W,"K Rabada to KL Rahul, WICKET!!! KL Rahul is out c Faf du Plessis b Kagiso Rabada, 137.2 km/h full length just outside off stump."
31.2,•,"K Rabada to KL Rahul, no run, 134.3 km/h short length just outside off stump."
31.1,•,"K Rabada to KL Rahul, no run, 133.2 km/h good length just outside off stump."
30.6,2,"I Tahir to R Sharma, two runs, 82.5 km/h full length outside off stump."
30.5,2,"I Tahir to R Sharma, two runs, 86.5 km/h good length on middle stump."
30.4,1,"I Tahir to KL Rahul, one run, 88.2 km/h good length outside off stump."
30.3,1,"I Tahir to R Sharma, one run, 90.7 km/h good length just outside off stump."
30.2,•,"I Tahir to R Sharma, no run, 92.8 km/h short length on leg stump."
30.1,4,"I Tahir to R Sharma, FOUR, 80.8 km/h full length outside off stump."
29.6,1,"K Rabada to R Sharma, one run, 137.6 km/h good length just outside off stump."
29.5,•,"K Rabada to R Sharma, no run, 138.6 km/h good length just outside off stump."
29.4,4,"K Rabada to R Sharma, FOUR, 141.5 km/h short length just outside off stump."
29.3,•,"K Rabada to R Sharma, no run, 143.3 km/h good length just outside off stump."
29.2,1,"K Rabada to KL Rahul, one run, 143.7 km/h short length going down leg."
29.1,•,"K Rabada to KL Rahul, no run, 139.3 km/h good length outside off stump."
28.6,•,"I Tahir to R Sharma, no run, 78.1 km/h good length outside off stump."
28.5,4,"I Tahir to R Sharma, FOUR, 83.4 km/h good length outside off stump."
28.4,3,"I Tahir to KL Rahul, three runs, 89.8 km/h short length just outside off stump."
28.3,•,"I Tahir to KL Rahul, no run, 81.8 km/h full length just outside off stump."
28.2,•,"I Tahir to KL Rahul, no run, 83.1 km/h good length just outside off stump."
28.1,1,"I Tahir to R Sharma, one run, 83.0 km/h full length outside off stump."
27.6,•,"K Rabada to KL Rahul, no run, 139.6 km/h short length on leg stump."
27.5,•,"K Rabada to KL Rahul, no run, 135.7 km/h good length just outside off stump."
27.4,1,"K Rabada to R Sharma, one run, 132.0 km/h short length on leg stump."
27.3,•,"K Rabada to R Sharma, no run, 130.1 km/h short length just outside off stump."
27.2,1,"K Rabada to KL Rahul, one run, 135.9 km/h short length on off stump."
27.1,•,"K Rabada to KL Rahul, no run, 132.5 km/h short length just outside off stump."
26.6,•,"T Shamsi to R Sharma, no run, 88.3 km/h good length on middle stump."
26.5,4,"T Shamsi to R Sharma, FOUR, 81.0 km/h good length outside off stump."
26.4,1,"T Shamsi to KL Rahul, one run, 84.7 km/h good length outside off stump."
26.3,1,"T Shamsi to R Sharma, one run, 85.5 km/h full length going down leg."
26.2,4,"T Shamsi to R Sharma, FOUR, 90.0 km/h short length going down leg."
26.1,1,"T Shamsi to KL Rahul, one run, 77.3 km/h good length on middle stump."
25.6,1,"C Morris to KL Rahul, one run, 138.7 km/h short length on middle stump."
25.5,4,"C Morris to KL Rahul, FOUR, 135.0 km/h short length going down leg."
25.4,•,"C Morris to KL Rahul, no run, 134.4 km/h good length just outside off stump."
25.3,•,"C Morris to KL Rahul, no run, 134.8 km/h full length on off stump."
25.2,•,"C Morris to KL Rahul, no run, 136.3 km/h good length on off stump."
25.1,1,"C Morris to R Sharma, one run, 131.9 km/h short length on middle stump."
25.1,1Wd,"C Morris to R Sharma, wide delivery."
24.6,1,"T Shamsi to R Sharma, one run, 85.0 km/h full length on middle stump."
24.5,•,"T Shamsi to R Sharma, no run, 86.4 km/h good length on middle stump."
24.4,•,"T Shamsi to R Sharma, no run."
24.3,•,"T Shamsi to R Sharma, no run, 81.4 km/h good length on off stump."
24.2,2,"T Shamsi to R Sharma, two runs, 81.1 km/h full length just outside off stump."
24.1,•,"T Shamsi to R Sharma, no run, 82.5 km/h good length just outside off stump."
23.6,1Lb,"C Morris to R Sharma, 1 leg bye."
23.5,•,"C Morris to R Sharma, no run, 139.8 km/h short length outside off stump."
23.4,•,"C Morris to R Sharma, no run, 137.2 km/h good length just outside off stump."
23.3,•,"C Morris to R Sharma, no run, 135.2 km/h good length just outside off stump."
23.2,•,"C Morris to R Sharma, no run, 135.8 km/h short length just outside off stump."
23.1,•,"C Morris to R Sharma, no run, 135.7 km/h good length on off stump."
22.6,2,"T Shamsi to KL Rahul, two runs, 84.6 km/h full length just outside off stump."
22.5,1,"T Shamsi to R Sharma, one run, 85.6 km/h good length on leg stump."
22.4,•,"T Shamsi to R Sharma, no run, 92.4 km/h good length just outside off stump."
22.3,•,"T Shamsi to R Sharma, no run, 81.0 km/h full length going down leg."
22.2,6,"T Shamsi to R Sharma, SIX, 84.3 km/h good length on middle stump."
22.1,•,"T Shamsi to R Sharma, no run, 85.4 km/h good length just outside off stump."
21.6,•,"C Morris to KL Rahul, no run, 133.4 km/h good length outside off stump."
21.5,•,"C Morris to KL Rahul, no run."
21.4,•,"C Morris to KL Rahul, no run, 135.0 km/h good length just outside off stump."
21.3,•,"C Morris to KL Rahul, no run, 136.6 km/h full length on middle stump."
21.2,•,"C Morris to KL Rahul, no run, 137.1 km/h short length just outside off stump."
21.1,•,"C Morris to KL Rahul, no run, 133.3 km/h full length just outside off stump."
20.6,•,"T Shamsi to R Sharma, no run, 85.4 km/h full length on middle stump."
20.5,1,"T Shamsi to KL Rahul, one run, 86.6 km/h full length on leg stump."
20.4,1,"T Shamsi to R Sharma, one run, 84.7 km/h full length on leg stump."
20.3,1,"T Shamsi to KL Rahul, one run."
20.2,1Lb,"T Shamsi to R Sharma, 1 leg bye."
20.1,•,"T Shamsi to R Sharma, no run, 85.5 km/h good length on off stump."
19.6,1,"A Phehlukwayo to R Sharma, one run, 128.7 km/h short length outside off stump."
19.5,4,"A Phehlukwayo to R Sharma, FOUR."
19.4,1,"A Phehlukwayo to KL Rahul, one run."
19.3,•,"A Phehlukwayo to KL Rahul, no run, 125.8 km/h short length on off stump."
19.2,•,"A Phehlukwayo to KL Rahul, no run, 126.2 km/h good length on middle stump."
19.1,4,"A Phehlukwayo to KL Rahul, FOUR, 127.1 km/h full length on off stump."
18.6,•,"T Shamsi to R Sharma, no run, 91.5 km/h good length just outside off stump."
18.5,2,"T Shamsi to R Sharma, two runs."
18.4,•,"T Shamsi to R Sharma, no run, 84.4 km/h good length going down leg."
18.3,1,"T Shamsi to KL Rahul, one run, 85.6 km/h good length going down leg."
18.2,•,"T Shamsi to KL Rahul, no run, 84.3 km/h good length on off stump."
18.1,•,"T Shamsi to KL Rahul, no run, 86.0 km/h good length on leg stump."
17.6,•,"A Phehlukwayo to R Sharma, no run, 129.6 km/h full length just outside off stump."
17.5,2,"A Phehlukwayo to R Sharma, two runs, 132.0 km/h short length outside off stump."
17.4,•,"A Phehlukwayo to R Sharma, no run, 126.3 km/h good length outside off stump."
17.3,•,"A Phehlukwayo to R Sharma, no run, 126.5 km/h short length outside off stump."
17.2,•,"A Phehlukwayo to R Sharma, no run, 128.3 km/h good length just outside off stump."
17.1,1,"A Phehlukwayo to KL Rahul, one run, 125.0 km/h good length just outside off stump."
16.6,1,"I Tahir to KL Rahul, one run, 92.9 km/h good length just outside off stump."
16.5,1,"I Tahir to R Sharma, one run, 82.8 km/h good length just outside off stump."
16.4,•,"I Tahir to R Sharma, no run, 85.5 km/h good length outside off stump."
16.3,1,"I Tahir to KL Rahul, one run, 80.5 km/h good length on middle stump."
16.2,1,"I Tahir to R Sharma, one run, 79.3 km/h full length on off stump."
16.1,4,"I Tahir to R Sharma, FOUR, 83.1 km/h short length on leg stump."
15.6,•,"A Phehlukwayo to KL Rahul, no run, 133.6 km/h short length on off stump."
15.5,•,"A Phehlukwayo to KL Rahul, no run, 129.0 km/h good length on leg stump."
15.4,•,"A Phehlukwayo to KL Rahul, no run, 128.1 km/h short length outside off stump."
15.3,W,"A Phehlukwayo to V Kohli, WICKET!!! V Kohli is out c Quinton de Kock b Andile Phehlukwayo, 131.2 km/h short length outside off stump."
15.2,4,"A Phehlukwayo to V Kohli, FOUR, 130.1 km/h short length just outside off stump."
15.1,•,"A Phehlukwayo to V Kohli, no run, 128.8 km/h full length on middle stump."
14.6,•,"I Tahir to R Sharma, no run, 83.2 km/h good length on middle stump."
14.5,1,"I Tahir to V Kohli, one run, 84.3 km/h full length going down leg."
14.4,•,"I Tahir to V Kohli, no run, 81.5 km/h good length on off stump."
14.3,1,"I Tahir to R Sharma, one run."
14.2,•,"I Tahir to R Sharma, no run, 85.8 km/h good length just outside off stump."
14.1,1,"I Tahir to V Kohli, one run, 81.9 km/h full length on leg stump."
13.6,•,"A Phehlukwayo to R Sharma, no run, 126.5 km/h good length outside off stump."
13.5,•,"A Phehlukwayo to R Sharma, no run, 127.1 km/h short length outside off stump."
13.4,1,"A Phehlukwayo to V Kohli, one run, 126.5 km/h short length just outside off stump."
13.3,1,"A Phehlukwayo to R Sharma, one run, 135.2 km/h short length just outside off stump."
13.2,•,"A Phehlukwayo to R Sharma, no run, 128.0 km/h good length outside off stump."
13.1,1,"A Phehlukwayo to V Kohli, one run, 128.2 km/h good length outside off stump."
12.6,1,"I Tahir to V Kohli, one run, 83.1 km/h good length on middle stump."
12.5,•,"I Tahir to V Kohli, no run, 81.9 km/h good length going down leg."
12.4,1,"I Tahir to R Sharma, one run, 79.8 km/h good length outside off stump."
12.3,1,"I Tahir to V Kohli, one run."
12.2,1,"I Tahir to R Sharma, one run, 80.1 km/h good length just outside off stump."
12.1,1,"I Tahir to V Kohli, one run, 79.1 km/h full toss on middle stump."
11.6,1,"A Phehlukwayo to V Kohli, one run, 127.3 km/h short length outside off stump."
11.5,•,"A Phehlukwayo to V Kohli, no run, 125.5 km/h short length outside off stump."
11.4,1,"A Phehlukwayo to R Sharma, one run, 125.9 km/h short length on middle stump."
11.3,•,"A Phehlukwayo to R Sharma, no run, 132.3 km/h short length outside off stump."
11.2,•,"A Phehlukwayo to R Sharma, no run, 125.5 km/h good length on leg stump."
11.1,1,"A Phehlukwayo to V Kohli, one run, 127.1 km/h short length outside off stump."
10.6,1,"I Tahir to V Kohli, one run, 84.9 km/h good length just outside off stump."
10.5,•,"I Tahir to V Kohli, no run, 82.8 km/h full length on middle stump."
10.4,1,"I Tahir to R Sharma, one run, 92.1 km/h short length just outside off stump."
10.3,•,"I Tahir to R Sharma, no run, 85.9 km/h good length just outside off stump."
10.2,•,"I Tahir to R Sharma, no run, 84.3 km/h good length on middle stump."
10.1,•,"I Tahir to R Sharma, no run, 80.2 km/h good length just outside off stump."
9.6,1,"K Rabada to R Sharma, one run, 141.1 km/h short length going down leg."
9.5,•,"K Rabada to R Sharma, no run, 141.8 km/h good length just outside off stump."
9.4,•,"K Rabada to R Sharma, no run, 139.1 km/h short length on off stump."
9.3,•,"K Rabada to R Sharma, no run, 141.2 km/h good length going down leg."
9.2,1,"K Rabada to V Kohli, one run, 142.1 km/h short length just outside off stump."
9.1,1,"K Rabada to R Sharma, one run, 139.2 km/h good length outside off stump."
8.6,2,"C Morris to V Kohli, two runs, 133.3 km/h short length on middle stump."
8.5,•,"C Morris to V Kohli, no run, 133.4 km/h good length just outside off stump."
8.4,•,"C Morris to V Kohli, no run, 134.0 km/h short length just outside off stump."
8.3,•,"C Morris to V Kohli, no run, 131.0 km/h short length just outside off stump."
8.2,•,"C Morris to V Kohli, no run, 137.6 km/h good length on off stump."
8.1,•,"C Morris to V Kohli, no run, 131.1 km/h good length on off stump."
7.6,4,"K Rabada to R Sharma, FOUR, 145.2 km/h short length outside off stump."
7.6,1Wd,"K Rabada to R Sharma, wide delivery."
7.5,•,"K Rabada to R Sharma, no run, 142.0 km/h good length on off stump."
7.4,4,"K Rabada to R Sharma, FOUR, 144.4 km/h good length just outside off stump."
7.3,6,"K Rabada to R Sharma, SIX, 142.5 km/h short length on leg stump."
7.2,•,"K Rabada to R Sharma, no run, 139.0 km/h good length outside off stump."
7.1,•,"K Rabada to R Sharma, no run, 140.5 km/h good length on middle stump."
6.6,•,"C Morris to V Kohli, no run, 136.0 km/h good length on middle stump."
6.5,•,"C Morris to V Kohli, no run, 133.5 km/h short length just outside off stump."
6.4,•,"C Morris to V Kohli, no run, 133.9 km/h good length just outside off stump."
6.3,•,"C Morris to V Kohli, no run, 133.8 km/h short length just outside off stump."
6.2,•,"C Morris to V Kohli, no run, 132.0 km/h good length on middle stump."
6.1,•,"C Morris to V Kohli, no run, 134.2 km/h good length on middle stump."
5.6,•,"K Rabada to R Sharma, no run, 141.5 km/h full toss on middle stump."
5.5,1,"K Rabada to V Kohli, one run, 145.1 km/h good length on off stump."
5.4,•,"K Rabada to V Kohli, no run, 146.3 km/h full length on middle stump."
5.3,•,"K Rabada to V Kohli, no run, 144.3 km/h full toss just outside off stump."
5.2,•,"K Rabada to V Kohli, no run."
5.1,W,"K Rabada to S Dhawan, WICKET!!! S Dhawan is out c Quinton de Kock b Kagiso Rabada, 142.5 km/h good length just outside off stump."
4.6,•,"C Morris to R Sharma, no run, 137.6 km/h short length on off stump."
4.5,•,"C Morris to R Sharma, no run, 132.7 km/h good length just outside off stump."
4.4,•,"C Morris to R Sharma, no run, 134.6 km/h short length on off stump."
4.3,•,"C Morris to R Sharma, no run, 138.4 km/h good length just outside off stump."
4.2,•,"C Morris to R Sharma, no run, 135.2 km/h good length outside off stump."
4.1,2,"C Morris to R Sharma, two runs, 139.2 km/h full length just outside off stump."
3.6,•,"K Rabada to S Dhawan, no run, 145.7 km/h full toss just outside off stump."
3.5,1,"K Rabada to R Sharma, one run, 139.3 km/h short length just outside off stump."
3.4,•,"K Rabada to R Sharma, no run, 145.1 km/h short length just outside off stump."
3.3,•,"K Rabada to R Sharma, no run, 142.6 km/h good length on middle stump."
3.2,•,"K Rabada to R Sharma, no run, 141.6 km/h short length on middle stump."
3.1,•,"K Rabada to R Sharma, no run, 139.0 km/h short length outside off stump."
2.6,•,"C Morris to S Dhawan, no run, 132.6 km/h short length just outside off stump."
2.5,4,"C Morris to S Dhawan, FOUR, 132.0 km/h short length on off stump."
2.4,1,"C Morris to R Sharma, one run, 133.5 km/h short length just outside off stump."
2.3,•,"C Morris to R Sharma, no run, 134.7 km/h good length just outside off stump."
2.2,•,"C Morris to R Sharma, no run, 135.1 km/h short length on off stump."
2.1,1,"C Morris to S Dhawan, one run, 133.8 km/h good length just outside off stump."
1.6,•,"K Rabada to R Sharma, no run, 142.7 km/h good length outside off stump."
1.5,•,"K Rabada to R Sharma, no run, 143.4 km/h good length just outside off stump."
1.4,•,"K Rabada to R Sharma, no run, 139.5 km/h short length going down leg."
1.3,•,"K Rabada to R Sharma, no run, 141.7 km/h good length on middle stump."
1.2,1,"K Rabada to S Dhawan, one run, 142.6 km/h short length just outside off stump."
1.1,•,"K Rabada to S Dhawan, no run, 141.3 km/h good length outside off stump."
0.6,1,"I Tahir to S Dhawan, one run, 81.2 km/h full length just outside off stump."
0.5,•,"I Tahir to S Dhawan, no run, 80.5 km/h full length just outside off stump."
0.4,1,"I Tahir to R Sharma, one run, 80.0 km/h good length going down leg."
0.3,1,"I Tahir to S Dhawan, one run, 84.8 km/h good length outside off stump."
0.2,•,"I Tahir to S Dhawan, no run."
0.1,•,"I Tahir to S Dhawan, no run, 85.3 km/h good length on middle stump."
49.6,W,"B Kumar to I Tahir, WICKET!!! I Tahir is out c Kedar Jadhav b Bhuvneshwar Kumar, 138.1 km/h short length just outside off stump."
49.5,•,"B Kumar to I Tahir, no run, 136.6 km/h short length outside off stump."
49.4,1,"B Kumar to K Rabada, one run, 138.2 km/h good length just outside off stump."
49.3,2,"B Kumar to K Rabada, two runs, 119.1 km/h short length outside off stump."
49.2,W,"B Kumar to C Morris, WICKET!!! C Morris is out c Virat Kohli b Bhuvneshwar Kumar, 120.7 km/h full length outside off stump."
49.1,•,"B Kumar to C Morris, no run."
48.6,•,"J Bumrah to K Rabada, no run, 115.7 km/h short length on leg stump."
48.5,4,"J Bumrah to K Rabada, FOUR, 142.5 km/h full toss on leg stump."
48.4,1,"J Bumrah to C Morris, one run, 147.4 km/h good length going down leg."
48.3,•,"J Bumrah to C Morris, no run, 137.9 km/h short length on middle stump."
48.2,1,"J Bumrah to K Rabada, one run."
48.1,•,"J Bumrah to K Rabada, no run."
47.6,2,"B Kumar to C Morris, two runs, 123.0 km/h good length just outside off stump."
47.5,1,"B Kumar to K Rabada, one run, 136.3 km/h short length on middle stump."
47.4,2,"B Kumar to K Rabada, two runs, 120.4 km/h short length outside off stump."
47.3,1,"B Kumar to C Morris, one run, 128.3 km/h good length outside off stump."
47.2,1,"B Kumar to K Rabada, one run, 121.0 km/h good length outside off stump."
47.1,2,"B Kumar to K Rabada, two runs, 137.7 km/h full toss just outside off stump."
46.6,1,"J Bumrah to K Rabada, one run, 141.8 km/h short length going down leg."
46.5,•,"J Bumrah to K Rabada, no run, 138.2 km/h short length just outside off stump."
46.4,2,"J Bumrah to K Rabada, two runs, 140.3 km/h short length outside off stump."
46.3,1,"J Bumrah to C Morris, one run, 121.2 km/h good length outside off stump."
46.2,4,"J Bumrah to C Morris, FOUR, 138.5 km/h full toss going down leg."
46.1,1,"J Bumrah to K Rabada, one run, 138.0 km/h full length on off stump."
45.6,•,"B Kumar to C Morris, no run, 135.6 km/h good length just outside off stump."
45.5,2,"B Kumar to C Morris, two runs, 120.1 km/h good length just outside off stump."
45.5,1Wd,"B Kumar to C Morris, wide delivery."
45.4,1,"B Kumar to K Rabada, one run, 133.2 km/h short length on off stump."
45.3,1,"B Kumar to C Morris, one run, 138.3 km/h full toss on off stump."
45.2,1Lb,"B Kumar to K Rabada, 1 leg bye."
45.1,1,"B Kumar to C Morris, one run, 122.8 km/h good length outside off stump."
45.1,1Wd,"B Kumar to C Morris, wide delivery."
44.6,•,"J Bumrah to K Rabada, no run, 116.9 km/h short length on off stump."
44.5,1,"J Bumrah to C Morris, one run, 140.4 km/h full length outside off stump."
44.4,1Lb,"J Bumrah to K Rabada, 1 leg bye."
44.3,•,"J Bumrah to K Rabada, no run, 143.9 km/h short length just outside off stump."
44.2,•,"J Bumrah to K Rabada, no run, 140.1 km/h full length going down leg."
44.1,•,"J Bumrah to K Rabada, no run, 138.1 km/h short length just outside off stump."
43.6,1,"Y Chahal to K Rabada, one run, 83.1 km/h good length just outside off stump."
43.5,1,"Y Chahal to C Morris, one run, 91.4 km/h good length going down leg."
43.4,6,"Y Chahal to C Morris, SIX, 89.3 km/h short length just outside off stump."
43.3,•,"Y Chahal to C Morris, no run, 89.5 km/h good length just outside off stump."
43.2,•,"Y Chahal to C Morris, no run, 87.8 km/h good length on off stump."
43.1,•,"Y Chahal to C Morris, no run, 83.6 km/h good length on middle stump."
42.6,4,"H Pandya to K Rabada, FOUR."
42.5,2,"H Pandya to K Rabada, two runs, 134.9 km/h short length outside off stump."
42.4,1,"H Pandya to C Morris, one run."
42.3,1,"H Pandya to K Rabada, one run, 111.0 km/h short length outside off stump."
42.2,1,"H Pandya to C Morris, one run, 127.9 km/h short length going down leg."
42.1,•,"H Pandya to C Morris, no run, 112.3 km/h good length on off stump."
41.6,•,"Y Chahal to K Rabada, no run, 84.6 km/h good length on middle stump."
41.5,•,"Y Chahal to K Rabada, no run, 76.1 km/h good length on middle stump."
41.4,1,"Y Chahal to C Morris, one run."
41.3,1,"Y Chahal to K Rabada, one run."
41.2,1,"Y Chahal to C Morris, one run."
41.1,6,"Y Chahal to C Morris, SIX."
40.6,•,"K Yadav to K Rabada, no run, 76.5 km/h good length on middle stump."
40.5,•,"K Yadav to K Rabada, no run, 72.7 km/h good length just outside off stump."
40.5,1Wd,"K Yadav to K Rabada, wide delivery."
40.4,•,"K Yadav to K Rabada, no run, 77.2 km/h full length on off stump."
40.3,•,"K Yadav to K Rabada, no run, 75.1 km/h good length just outside off stump."
40.2,2,"K Yadav to K Rabada, two runs, 76.5 km/h good length outside off stump."
40.1,•,"K Yadav to K Rabada, no run, 83.4 km/h good length outside off stump."
39.6,2,"Y Chahal to C Morris, two runs, 82.4 km/h good length on leg stump."
39.5,•,"Y Chahal to C Morris, no run, 80.3 km/h full length on middle stump."
